CustomerID,ActivityMonth,CohortMonth,CohortIndex
C1081,2024-11,2024-04,7
C1081,2024-12,2024-04,8
C1082,2024-06,2024-06,0
C1082,2024-07,2024-06,1
C1082,2024-08,2024-06,2
C1082,2024-09,2024-06,3
C1082,2024-10,2024-06,4
C1082,2024-11,2024-06,5
C1082,2024-12,2024-06,6
C1083,2024-03,2024-03,0
C1083,2024-04,2024-03,1
C1083,2024-05,2024-03,2
C1083,2024-06,2024-03,3
C1083,2024-07,2024-03,4
C1083,2024-08,2024-03,5
C1083,2024-09,2024-03,6
C1083,2024-10,2024-03,7
C1083,2024-11,2024-03,8
C1083,2024-12,2024-03,9
C1085,2023-06,2023-06,0
C1085,2023-07,2023-06,1
C1085,2023-08,2023-06,2
C1085,2023-09,2023-06,3
C1085,2023-10,2023-06,4
C1085,2023-11,2023-06,5
C1085,2023-12,2023-06,6
C1085,2024-01,2023-06,7
C1086,2023-04,2023-04,0
C1086,2023-05,2023-04,1
C1086,2023-06,2023-04,2
C1086,2023-07,2023-04,3
C1086,2023-08,2023-04,4
C1086,2023-09,2023-04,5
C1086,2023-10,2023-04,6
C1086,2023-11,2023-04,7
C1086,2023-12,2023-04,8
C1086,2024-01,2023-04,9
C1086,2024-02,2023-04,10
C1086,2024-03,2023-04,11
C1086,2024-04,2023-04,12
C1086,2024-05,2023-04,13
C1086,2024-06,2023-04,14
C1086,2024-07,2023-04,15
C1086,2024-08,2023-04,16
C1086,2024-09,2023-04,17
C1086,2024-10,2023-04,18
C1086,2024-11,2023-04,19
C1086,2024-12,2023-04,20
C1087,2024-11,2024-11,0
C1087,2024-12,2024-11,1
C1088,2023-06,2023-06,0
C1088,2023-07,2023-06,1
C1088,2023-08,2023-06,2
C1088,2023-09,2023-06,3
C1088,2023-10,2023-06,4
C1088,2023-11,2023-06,5
C1088,2023-12,2023-06,6
C1088,2024-01,2023-06,7
C1088,2024-02,2023-06,8
C1088,2024-03,2023-06,9
C1088,2024-04,2023-06,10
C1088,2024-05,2023-06,11
C1088,2024-06,2023-06,12
C1088,2024-07,2023-06,13
C1088,2024-08,2023-06,14
C1088,2024-09,2023-06,15
C1088,2024-10,2023-06,16
C1088,2024-11,2023-06,17
C1088,2024-12,2023-06,18
C1089,2024-05,2024-05,0
C1089,2024-06,2024-05,1
C1089,2024-07,2024-05,2
C1089,2024-08,2024-05,3
C1089,2024-09,2024-05,4
C1089,2024-10,2024-05,5
C1089,2024-11,2024-05,6
C1089,2024-12,2024-05,7
C1090,2024-10,2024-10,0
C1090,2024-11,2024-10,1
C1090,2024-12,2024-10,2
C1091,2024-11,2024-11,0
C1091,2024-12,2024-11,1
C1092,2024-12,2024-12,0
C1093,2023-05,2023-05,0
C1093,2023-06,2023-05,1
C1093,2023-07,2023-05,2
C1093,2023-08,2023-05,3
C1093,2023-09,2023-05,4
C1093,2023-10,2023-05,5
C1093,2023-11,2023-05,6
C1093,2023-12,2023-05,7
C1093,2024-01,2023-05,8
C1093,2024-02,2023-05,9
C1093,2024-03,2023-05,10
C1093,2024-04,2023-05,11
C1093,2024-05,2023-05,12
C1093,2024-06,2023-05,13
C1093,2024-07,2023-05,14
C1093,2024-08,2023-05,15
C1093,2024-09,2023-05,16
C1093,2024-10,2023-05,17
C1093,2024-11,2023-05,18
C1093,2024-12,2023-05,19
C1094,2023-03,2023-03,0
C1094,2023-04,2023-03,1
C1094,2023-05,2023-03,2
C1094,2023-06,2023-03,3
C1094,2023-07,2023-03,4
C1094,2023-08,2023-03,5
C1094,2023-09,2023-03,6
C1094,2023-10,2023-03,7
C1094,2023-11,2023-03,8
C1094,2023-12,2023-03,9
C1094,2024-01,2023-03,10
C1094,2024-02,2023-03,11
C1094,2024-03,2023-03,12
C1094,2024-04,2023-03,13
C1094,2024-05,2023-03,14
C1094,2024-06,2023-03,15
C1094,2024-07,2023-03,16
C1094,2024-08,2023-03,17
C1094,2024-09,2023-03,18
C1094,2024-10,2023-03,19
C1094,2024-11,2023-03,20
C1094,2024-12,2023-03,21
C1095,2023-02,2023-02,0
C1095,2023-03,2023-02,1
C1095,2023-04,2023-02,2
C1095,2023-05,2023-02,3
C1095,2023-06,2023-02,4
C1095,2023-07,2023-02,5
C1095,2023-08,2023-02,6
C1095,2023-09,2023-02,7
C1095,2023-10,2023-02,8
C1095,2023-11,2023-02,9
C1095,2023-12,2023-02,10
C1095,2024-01,2023-02,11
C1095,2024-02,2023-02,12
C1095,2024-03,2023-02,13
C1095,2024-04,2023-02,14
C1095,2024-05,2023-02,15
C1095,2024-06,2023-02,16
C1095,2024-07,2023-02,17
C1095,2024-08,2023-02,18
C1095,2024-09,2023-02,19
C1095,2024-10,2023-02,20
C1095,2024-11,2023-02,21
C1095,2024-12,2023-02,22
C1096,2024-03,2024-03,0
C1096,2024-04,2024-03,1
C1096,2024-05,2024-03,2
C1096,2024-06,2024-03,3
C1096,2024-07,2024-03,4
C1096,2024-08,2024-03,5
C1096,2024-09,2024-03,6
C1096,2024-10,2024-03,7
C1096,2024-11,2024-03,8
C1096,2024-12,2024-03,9
C1097,2024-12,2024-12,0
C1098,2024-04,2024-04,0
C1098,2024-05,2024-04,1
C1098,2024-06,2024-04,2
C1098,2024-07,2024-04,3
C1098,2024-08,2024-04,4
C1098,2024-09,2024-04,5
C1098,2024-10,2024-04,6
C1098,2024-11,2024-04,7
C1098,2024-12,2024-04,8
C1099,2023-02,2023-02,0
C1099,2023-03,2023-02,1
C1099,2023-04,2023-02,2
C1099,2023-05,2023-02,3
C1099,2023-06,2023-02,4
C1099,2023-07,2023-02,5
C1099,2023-08,2023-02,6
C1099,2023-09,2023-02,7
C1099,2023-10,2023-02,8
C1099,2023-11,2023-02,9
C1099,2023-12,2023-02,10
C1099,2024-01,2023-02,11
C1099,2024-02,2023-02,12
C1100,2024-07,2024-07,0
C1100,2024-08,2024-07,1
C1100,2024-09,2024-07,2
C1100,2024-10,2024-07,3
C1100,2024-11,2024-07,4
C1100,2024-12,2024-07,5
C1101,2023-02,2023-02,0
C1101,2023-03,2023-02,1
C1101,2023-04,2023-02,2
C1101,2023-05,2023-02,3
C1101,2023-06,2023-02,4
C1101,2023-07,2023-02,5
C1101,2023-08,2023-02,6
C1101,2023-09,2023-02,7
C1101,2023-10,2023-02,8
C1101,2023-11,2023-02,9
C1101,2023-12,2023-02,10
C1101,2024-01,2023-02,11
C1101,2024-02,2023-02,12
C1101,2024-03,2023-02,13
C1101,2024-04,2023-02,14
C1101,2024-05,2023-02,15
C1101,2024-06,2023-02,16
C1101,2024-07,2023-02,17
C1101,2024-08,2023-02,18
C1101,2024-09,2023-02,19
C1101,2024-10,2023-02,20
C1101,2024-11,2023-02,21
C1101,2024-12,2023-02,22
C1102,2023-03,2023-03,0
C1102,2023-04,2023-03,1
C1102,2023-05,2023-03,2
C1102,2023-06,2023-03,3
C1102,2023-07,2023-03,4
C1102,2023-08,2023-03,5
C1102,2023-09,2023-03,6
C1102,2023-10,2023-03,7
C1102,2023-11,2023-03,8
C1102,2023-12,2023-03,9
C1102,2024-01,2023-03,10
C1102,2024-02,2023-03,11
C1102,2024-03,2023-03,12
C1102,2024-04,2023-03,13
C1102,2024-05,2023-03,14
C1102,2024-06,2023-03,15
C1102,2024-07,2023-03,16
C1102,2024-08,2023-03,17
C1102,2024-09,2023-03,18
C1102,2024-10,2023-03,19
C1102,2024-11,2023-03,20
C1102,2024-12,2023-03,21
C1103,2023-07,2023-07,0
C1103,2023-08,2023-07,1
C1103,2023-09,2023-07,2
C1103,2023-10,2023-07,3
C1103,2023-11,2023-07,4
C1103,2023-12,2023-07,5
C1103,2024-01,2023-07,6
C1103,2024-02,2023-07,7
C1103,2024-03,2023-07,8
C1103,2024-04,2023-07,9
C1103,2024-05,2023-07,10
C1103,2024-06,2023-07,11
C1103,2024-07,2023-07,12
C1103,2024-08,2023-07,13
C1103,2024-09,2023-07,14
C1103,2024-10,2023-07,15
C1103,2024-11,2023-07,16
C1103,2024-12,2023-07,17
C1104,2024-10,2024-10,0
C1104,2024-11,2024-10,1
C1104,2024-12,2024-10,2
C1105,2023-01,2023-01,0
C1105,2023-02,2023-01,1
C1105,2023-03,2023-01,2
C1105,2023-04,2023-01,3
C1105,2023-05,2023-01,4
C1105,2023-06,2023-01,5
C1105,2023-07,2023-01,6
C1105,2023-08,2023-01,7
C1105,2023-09,2023-01,8
C1105,2023-10,2023-01,9
C1105,2023-11,2023-01,10
C1105,2023-12,2023-01,11
C1105,2024-01,2023-01,12
C1105,2024-02,2023-01,13
C1105,2024-03,2023-01,14
C1105,2024-04,2023-01,15
C1105,2024-05,2023-01,16
C1105,2024-06,2023-01,17
C1105,2024-07,2023-01,18
C1105,2024-08,2023-01,19
C1105,2024-09,2023-01,20
C1105,2024-10,2023-01,21
C1105,2024-11,2023-01,22
C1105,2024-12,2023-01,23
C1106,2024-09,2024-09,0
C1106,2024-10,2024-09,1
C1106,2024-11,2024-09,2
C1106,2024-12,2024-09,3
C1107,2023-12,2023-12,0
C1107,2024-01,2023-12,1
C1107,2024-02,2023-12,2
C1107,2024-03,2023-12,3
C1107,2024-04,2023-12,4
C1107,2024-05,2023-12,5
C1107,2024-06,2023-12,6
C1107,2024-07,2023-12,7
C1107,2024-08,2023-12,8
C1107,2024-09,2023-12,9
C1107,2024-10,2023-12,10
C1107,2024-11,2023-12,11
C1107,2024-12,2023-12,12
C1108,2023-01,2023-01,0
C1108,2023-02,2023-01,1
C1108,2023-03,2023-01,2
C1108,2023-04,2023-01,3
C1108,2023-05,2023-01,4
C1108,2023-06,2023-01,5
C1108,2023-07,2023-01,6
C1108,2023-08,2023-01,7
C1108,2023-09,2023-01,8
C1108,2023-10,2023-01,9
C1108,2023-11,2023-01,10
C1108,2023-12,2023-01,11
C1108,2024-01,2023-01,12
C1108,2024-02,2023-01,13
C1108,2024-03,2023-01,14
C1108,2024-04,2023-01,15
C1108,2024-05,2023-01,16
C1108,2024-06,2023-01,17
C1108,2024-07,2023-01,18
C1108,2024-08,2023-01,19
C1108,2024-09,2023-01,20
C1108,2024-10,2023-01,21
C1108,2024-11,2023-01,22
C1108,2024-12,2023-01,23
C1109,2023-02,2023-02,0
C1109,2023-03,2023-02,1
C1109,2023-04,2023-02,2
C1109,2023-05,2023-02,3
C1109,2023-06,2023-02,4
C1109,2023-07,2023-02,5
C1109,2023-08,2023-02,6
C1109,2023-09,2023-02,7
C1109,2023-10,2023-02,8
C1109,2023-11,2023-02,9
C1109,2023-12,2023-02,10
C1109,2024-01,2023-02,11
C1109,2024-02,2023-02,12
C1109,2024-03,2023-02,13
C1109,2024-04,2023-02,14
C1109,2024-05,2023-02,15
C1109,2024-06,2023-02,16
C1109,2024-07,2023-02,17
C1109,2024-08,2023-02,18
C1109,2024-09,2023-02,19
C1109,2024-10,2023-02,20
C1109,2024-11,2023-02,21
C1109,2024-12,2023-02,22
C1110,2024-07,2024-07,0
C1110,2024-08,2024-07,1
C1110,2024-09,2024-07,2
C1110,2024-10,2024-07,3
C1110,2024-11,2024-07,4
C1110,2024-12,2024-07,5
C1111,2024-06,2024-06,0
C1111,2024-07,2024-06,1
C1111,2024-08,2024-06,2
C1111,2024-09,2024-06,3
C1111,2024-10,2024-06,4
C1111,2024-11,2024-06,5
C1111,2024-12,2024-06,6
C1112,2023-07,2023-07,0
C1112,2023-08,2023-07,1
C1112,2023-09,2023-07,2
C1112,2023-10,2023-07,3
C1112,2023-11,2023-07,4
C1112,2023-12,2023-07,5
C1112,2024-01,2023-07,6
C1112,2024-02,2023-07,7
C1112,2024-03,2023-07,8
C1112,2024-04,2023-07,9
C1112,2024-05,2023-07,10
C1112,2024-06,2023-07,11
C1112,2024-07,2023-07,12
C1112,2024-08,2023-07,13
C1112,2024-09,2023-07,14
C1112,2024-10,2023-07,15
C1113,2024-09,2024-09,0
C1113,2024-10,2024-09,1
C1113,2024-11,2024-09,2
C1113,2024-12,2024-09,3
C1114,2024-11,2024-11,0
C1114,2024-12,2024-11,1
C1115,2024-09,2024-09,0
C1115,2024-10,2024-09,1
C1115,2024-11,2024-09,2
C1115,2024-12,2024-09,3
C1116,2024-12,2024-12,0
C1117,2024-01,2024-01,0
C1117,2024-02,2024-01,1
C1117,2024-03,2024-01,2
C1118,2024-07,2024-07,0
C1118,2024-08,2024-07,1
C1118,2024-09,2024-07,2
C1118,2024-10,2024-07,3
C1118,2024-11,2024-07,4
C1118,2024-12,2024-07,5
C1119,2023-07,2023-07,0
C1119,2023-08,2023-07,1
C1119,2023-09,2023-07,2
C1119,2023-10,2023-07,3
C1119,2023-11,2023-07,4
C1119,2023-12,2023-07,5
C1119,2024-01,2023-07,6
C1119,2024-02,2023-07,7
C1119,2024-03,2023-07,8
C1119,2024-04,2023-07,9
C1119,2024-05,2023-07,10
C1119,2024-06,2023-07,11
C1119,2024-07,2023-07,12
C1119,2024-08,2023-07,13
C1119,2024-09,2023-07,14
C1119,2024-10,2023-07,15
C1119,2024-11,2023-07,16
C1119,2024-12,2023-07,17
C1120,2024-06,2024-06,0
C1120,2024-07,2024-06,1
C1120,2024-08,2024-06,2
C1120,2024-09,2024-06,3
C1120,2024-10,2024-06,4
C1120,2024-11,2024-06,5
C1120,2024-12,2024-06,6
C1121,2023-04,2023-04,0
C1121,2023-05,2023-04,1
C1121,2023-06,2023-04,2
C1121,2023-07,2023-04,3
C1121,2023-08,2023-04,4
C1121,2023-09,2023-04,5
C1121,2023-10,2023-04,6
C1121,2023-11,2023-04,7
C1121,2023-12,2023-04,8
C1121,2024-01,2023-04,9
C1121,2024-02,2023-04,10
C1121,2024-03,2023-04,11
C1121,2024-04,2023-04,12
C1121,2024-05,2023-04,13
C1121,2024-06,2023-04,14
C1121,2024-07,2023-04,15
C1121,2024-08,2023-04,16
C1121,2024-09,2023-04,17
C1121,2024-10,2023-04,18
C1121,2024-11,2023-04,19
C1121,2024-12,2023-04,20
C1122,2024-04,2024-04,0
C1122,2024-05,2024-04,1
C1122,2024-06,2024-04,2
C1122,2024-07,2024-04,3
C1122,2024-08,2024-04,4
C1122,2024-09,2024-04,5
C1122,2024-10,2024-04,6
C1122,2024-11,2024-04,7
C1123,2024-05,2024-05,0
C1123,2024-06,2024-05,1
C1123,2024-07,2024-05,2
C1123,2024-08,2024-05,3
C1123,2024-09,2024-05,4
C1123,2024-10,2024-05,5
C1123,2024-11,2024-05,6
C1123,2024-12,2024-05,7
C1124,2024-08,2024-08,0
C1124,2024-09,2024-08,1
C1124,2024-10,2024-08,2
C1124,2024-11,2024-08,3
C1124,2024-12,2024-08,4
C1125,2023-06,2023-06,0
C1125,2023-07,2023-06,1
C1125,2023-08,2023-06,2
C1125,2023-09,2023-06,3
C1125,2023-10,2023-06,4
C1125,2023-11,2023-06,5
C1125,2023-12,2023-06,6
C1125,2024-01,2023-06,7
C1125,2024-02,2023-06,8
C1125,2024-03,2023-06,9
C1125,2024-04,2023-06,10
C1125,2024-05,2023-06,11
C1125,2024-06,2023-06,12
C1125,2024-07,2023-06,13
C1126,2023-10,2023-10,0
C1126,2023-11,2023-10,1
C1126,2023-12,2023-10,2
C1126,2024-01,2023-10,3
C1126,2024-02,2023-10,4
C1126,2024-03,2023-10,5
C1126,2024-04,2023-10,6
C1126,2024-05,2023-10,7
C1126,2024-06,2023-10,8
C1126,2024-07,2023-10,9
C1126,2024-08,2023-10,10
C1126,2024-09,2023-10,11
C1126,2024-10,2023-10,12
C1126,2024-11,2023-10,13
C1126,2024-12,2023-10,14
C1127,2024-03,2024-03,0
C1127,2024-04,2024-03,1
C1127,2024-05,2024-03,2
C1127,2024-06,2024-03,3
C1127,2024-07,2024-03,4
C1127,2024-08,2024-03,5
C1127,2024-09,2024-03,6
C1127,2024-10,2024-03,7
C1127,2024-11,2024-03,8
C1127,2024-12,2024-03,9
C1128,2023-09,2023-09,0
C1128,2023-10,2023-09,1
C1128,2023-11,2023-09,2
C1128,2023-12,2023-09,3
C1128,2024-01,2023-09,4
C1128,2024-02,2023-09,5
C1128,2024-03,2023-09,6
C1128,2024-04,2023-09,7
C1128,2024-05,2023-09,8
C1128,2024-06,2023-09,9
C1128,2024-07,2023-09,10
C1128,2024-08,2023-09,11
C1128,2024-09,2023-09,12
C1128,2024-10,2023-09,13
C1128,2024-11,2023-09,14
C1128,2024-12,2023-09,15
C1129,2024-05,2024-05,0
C1129,2024-06,2024-05,1
C1129,2024-07,2024-05,2
C1129,2024-08,2024-05,3
C1129,2024-09,2024-05,4
C1129,2024-10,2024-05,5
C1129,2024-11,2024-05,6
C1129,2024-12,2024-05,7
C1130,2024-03,2024-03,0
C1130,2024-04,2024-03,1
C1130,2024-05,2024-03,2
C1130,2024-06,2024-03,3
C1130,2024-07,2024-03,4
C1130,2024-08,2024-03,5
C1130,2024-09,2024-03,6
C1130,2024-10,2024-03,7
C1130,2024-11,2024-03,8
C1130,2024-12,2024-03,9
C1131,2023-05,2023-05,0
C1131,2023-06,2023-05,1
C1131,2023-07,2023-05,2
C1131,2023-08,2023-05,3
C1131,2023-09,2023-05,4
C1131,2023-10,2023-05,5
C1131,2023-11,2023-05,6
C1131,2023-12,2023-05,7
C1131,2024-01,2023-05,8
C1131,2024-02,2023-05,9
C1131,2024-03,2023-05,10
C1131,2024-04,2023-05,11
C1131,2024-05,2023-05,12
C1131,2024-06,2023-05,13
C1131,2024-07,2023-05,14
C1131,2024-08,2023-05,15
C1131,2024-09,2023-05,16
C1131,2024-10,2023-05,17
C1131,2024-11,2023-05,18
C1131,2024-12,2023-05,19
C1132,2023-12,2023-12,0
C1132,2024-01,2023-12,1
C1132,2024-02,2023-12,2
C1132,2024-03,2023-12,3
C1132,2024-04,2023-12,4
C1132,2024-05,2023-12,5
C1132,2024-06,2023-12,6
C1132,2024-07,2023-12,7
C1132,2024-08,2023-12,8
C1132,2024-09,2023-12,9
C1132,2024-10,2023-12,10
C1132,2024-11,2023-12,11
C1132,2024-12,2023-12,12
C1134,2023-01,2023-01,0
C1134,2023-02,2023-01,1
C1134,2023-03,2023-01,2
C1134,2023-04,2023-01,3
C1134,2023-05,2023-01,4
C1134,2023-06,2023-01,5
C1134,2023-07,2023-01,6
C1134,2023-08,2023-01,7
C1134,2023-09,2023-01,8
C1134,2023-10,2023-01,9
C1134,2023-11,2023-01,10
C1134,2023-12,2023-01,11
C1134,2024-01,2023-01,12
C1134,2024-02,2023-01,13
C1134,2024-03,2023-01,14
C1134,2024-04,2023-01,15
C1134,2024-05,2023-01,16
C1134,2024-06,2023-01,17
C1134,2024-07,2023-01,18
C1134,2024-08,2023-01,19
C1134,2024-09,2023-01,20
C1134,2024-10,2023-01,21
C1134,2024-11,2023-01,22
C1134,2024-12,2023-01,23
C1135,2023-11,2023-11,0
C1135,2023-12,2023-11,1
C1135,2024-01,2023-11,2
C1135,2024-02,2023-11,3
C1135,2024-03,2023-11,4
C1135,2024-04,2023-11,5
C1135,2024-05,2023-11,6
C1135,2024-06,2023-11,7
C1135,2024-07,2023-11,8
C1135,2024-08,2023-11,9
C1135,2024-09,2023-11,10
C1135,2024-10,2023-11,11
C1135,2024-11,2023-11,12
C1135,2024-12,2023-11,13
C1136,2024-04,2024-04,0
C1136,2024-05,2024-04,1
C1136,2024-06,2024-04,2
C1136,2024-07,2024-04,3
C1136,2024-08,2024-04,4
C1136,2024-09,2024-04,5
C1136,2024-10,2024-04,6
C1136,2024-11,2024-04,7
C1136,2024-12,2024-04,8
C1137,2023-08,2023-08,0
C1137,2023-09,2023-08,1
C1137,2023-10,2023-08,2
C1137,2023-11,2023-08,3
C1137,2023-12,2023-08,4
C1137,2024-01,2023-08,5
C1137,2024-02,2023-08,6
C1137,2024-03,2023-08,7
C1138,2024-10,2024-10,0
C1138,2024-11,2024-10,1
C1138,2024-12,2024-10,2
C1139,2023-07,2023-07,0
C1139,2023-08,2023-07,1
C1139,2023-09,2023-07,2
C1139,2023-10,2023-07,3
C1139,2023-11,2023-07,4
C1139,2023-12,2023-07,5
C1139,2024-01,2023-07,6
C1139,2024-02,2023-07,7
C1139,2024-03,2023-07,8
C1139,2024-04,2023-07,9
C1139,2024-05,2023-07,10
C1139,2024-06,2023-07,11
C1139,2024-07,2023-07,12
C1139,2024-08,2023-07,13
C1139,2024-09,2023-07,14
C1139,2024-10,2023-07,15
C1139,2024-11,2023-07,16
C1139,2024-12,2023-07,17
C1140,2024-07,2024-07,0
C1140,2024-08,2024-07,1
C1140,2024-09,2024-07,2
C1140,2024-10,2024-07,3
C1141,2023-02,2023-02,0
C1141,2023-03,2023-02,1
C1141,2023-04,2023-02,2
C1141,2023-05,2023-02,3
C1141,2023-06,2023-02,4
C1141,2023-07,2023-02,5
C1141,2023-08,2023-02,6
C1141,2023-09,2023-02,7
C1141,2023-10,2023-02,8
C1141,2023-11,2023-02,9
C1141,2023-12,2023-02,10
C1141,2024-01,2023-02,11
C1141,2024-02,2023-02,12
C1141,2024-03,2023-02,13
C1141,2024-04,2023-02,14
C1141,2024-05,2023-02,15
C1141,2024-06,2023-02,16
C1141,2024-07,2023-02,17
C1141,2024-08,2023-02,18
C1141,2024-09,2023-02,19
C1141,2024-10,2023-02,20
C1141,2024-11,2023-02,21
C1141,2024-12,2023-02,22
C1142,2023-03,2023-03,0
C1142,2023-04,2023-03,1
C1142,2023-05,2023-03,2
C1142,2023-06,2023-03,3
C1142,2023-07,2023-03,4
C1142,2023-08,2023-03,5
C1142,2023-09,2023-03,6
C1142,2023-10,2023-03,7
C1142,2023-11,2023-03,8
C1142,2023-12,2023-03,9
C1142,2024-01,2023-03,10
C1142,2024-02,2023-03,11
C1142,2024-03,2023-03,12
C1142,2024-04,2023-03,13
C1142,2024-05,2023-03,14
C1142,2024-06,2023-03,15
C1142,2024-07,2023-03,16
C1142,2024-08,2023-03,17
C1142,2024-09,2023-03,18
C1142,2024-10,2023-03,19
C1142,2024-11,2023-03,20
C1142,2024-12,2023-03,21
C1143,2023-02,2023-02,0
C1143,2023-03,2023-02,1
C1143,2023-04,2023-02,2
C1143,2023-05,2023-02,3
C1143,2023-06,2023-02,4
C1143,2023-07,2023-02,5
C1143,2023-08,2023-02,6
C1143,2023-09,2023-02,7
C1143,2023-10,2023-02,8
C1143,2023-11,2023-02,9
C1143,2023-12,2023-02,10
C1143,2024-01,2023-02,11
C1143,2024-02,2023-02,12
C1143,2024-03,2023-02,13
C1143,2024-04,2023-02,14
C1143,2024-05,2023-02,15
C1144,2024-01,2024-01,0
C1144,2024-02,2024-01,1
C1144,2024-03,2024-01,2
C1144,2024-04,2024-01,3
C1144,2024-05,2024-01,4
C1144,2024-06,2024-01,5
C1144,2024-07,2024-01,6
C1144,2024-08,2024-01,7
C1144,2024-09,2024-01,8
C1144,2024-10,2024-01,9
C1144,2024-11,2024-01,10
C1144,2024-12,2024-01,11
C1145,2023-03,2023-03,0
C1145,2023-04,2023-03,1
C1145,2023-05,2023-03,2
C1145,2023-06,2023-03,3
C1145,2023-07,2023-03,4
C1145,2023-08,2023-03,5
C1145,2023-09,2023-03,6
C1145,2023-10,2023-03,7
C1145,2023-11,2023-03,8
C1145,2023-12,2023-03,9
C1145,2024-01,2023-03,10
C1145,2024-02,2023-03,11
C1145,2024-03,2023-03,12
C1145,2024-04,2023-03,13
C1145,2024-05,2023-03,14
C1145,2024-06,2023-03,15
C1145,2024-07,2023-03,16
C1145,2024-08,2023-03,17
C1145,2024-09,2023-03,18
C1145,2024-10,2023-03,19
C1145,2024-11,2023-03,20
C1145,2024-12,2023-03,21
C1146,2023-01,2023-01,0
C1146,2023-02,2023-01,1
C1146,2023-03,2023-01,2
C1146,2023-04,2023-01,3
C1146,2023-05,2023-01,4
C1146,2023-06,2023-01,5
C1146,2023-07,2023-01,6
C1146,2023-08,2023-01,7
C1146,2023-09,2023-01,8
C1146,2023-10,2023-01,9
C1146,2023-11,2023-01,10
C1146,2023-12,2023-01,11
C1146,2024-01,2023-01,12
C1146,2024-02,2023-01,13
C1146,2024-03,2023-01,14
C1146,2024-04,2023-01,15
C1146,2024-05,2023-01,16
C1146,2024-06,2023-01,17
C1146,2024-07,2023-01,18
C1146,2024-08,2023-01,19
C1146,2024-09,2023-01,20
C1146,2024-10,2023-01,21
C1146,2024-11,2023-01,22
C1146,2024-12,2023-01,23
C1147,2023-11,2023-11,0
C1147,2023-12,2023-11,1
C1147,2024-01,2023-11,2
C1147,2024-02,2023-11,3
C1147,2024-03,2023-11,4
C1147,2024-04,2023-11,5
C1147,2024-05,2023-11,6
C1147,2024-06,2023-11,7
C1147,2024-07,2023-11,8
C1147,2024-08,2023-11,9
C1147,2024-09,2023-11,10
C1147,2024-10,2023-11,11
C1147,2024-11,2023-11,12
C1147,2024-12,2023-11,13
C1148,2024-09,2024-09,0
C1148,2024-10,2024-09,1
C1148,2024-11,2024-09,2
C1148,2024-12,2024-09,3
C1149,2023-04,2023-04,0
C1149,2023-05,2023-04,1
C1149,2023-06,2023-04,2
C1149,2023-07,2023-04,3
C1149,2023-08,2023-04,4
C1149,2023-09,2023-04,5
C1149,2023-10,2023-04,6
C1149,2023-11,2023-04,7
C1149,2023-12,2023-04,8
C1149,2024-01,2023-04,9
C1149,2024-02,2023-04,10
C1149,2024-03,2023-04,11
C1149,2024-04,2023-04,12
C1149,2024-05,2023-04,13
C1149,2024-06,2023-04,14
C1149,2024-07,2023-04,15
C1149,2024-08,2023-04,16
C1149,2024-09,2023-04,17
C1149,2024-10,2023-04,18
C1149,2024-11,2023-04,19
C1149,2024-12,2023-04,20
C1151,2023-07,2023-07,0
C1151,2023-08,2023-07,1
C1151,2023-09,2023-07,2
C1151,2023-10,2023-07,3
C1151,2023-11,2023-07,4
C1151,2023-12,2023-07,5
C1151,2024-01,2023-07,6
C1151,2024-02,2023-07,7
C1151,2024-03,2023-07,8
C1151,2024-04,2023-07,9
C1151,2024-05,2023-07,10
C1151,2024-06,2023-07,11
C1151,2024-07,2023-07,12
C1151,2024-08,2023-07,13
C1151,2024-09,2023-07,14
C1151,2024-10,2023-07,15
C1151,2024-11,2023-07,16
C1152,2024-08,2024-08,0
C1152,2024-09,2024-08,1
C1152,2024-10,2024-08,2
C1152,2024-11,2024-08,3
C1152,2024-12,2024-08,4
C1153,2024-08,2024-08,0
C1153,2024-09,2024-08,1
C1153,2024-10,2024-08,2
C1153,2024-11,2024-08,3
C1153,2024-12,2024-08,4
C1154,2024-10,2024-10,0
C1154,2024-11,2024-10,1
C1154,2024-12,2024-10,2
C1155,2023-09,2023-09,0
C1155,2023-10,2023-09,1
C1155,2023-11,2023-09,2
C1155,2023-12,2023-09,3
C1155,2024-01,2023-09,4
C1155,2024-02,2023-09,5
C1155,2024-03,2023-09,6
C1155,2024-04,2023-09,7
C1155,2024-05,2023-09,8
C1155,2024-06,2023-09,9
C1155,2024-07,2023-09,10
C1155,2024-08,2023-09,11
C1155,2024-09,2023-09,12
C1155,2024-10,2023-09,13
C1155,2024-11,2023-09,14
C1155,2024-12,2023-09,15
C1156,2024-03,2024-03,0
C1156,2024-04,2024-03,1
C1156,2024-05,2024-03,2
C1156,2024-06,2024-03,3
C1156,2024-07,2024-03,4
C1156,2024-08,2024-03,5
C1156,2024-09,2024-03,6
C1156,2024-10,2024-03,7
C1156,2024-11,2024-03,8
C1156,2024-12,2024-03,9
C1157,2024-02,2024-02,0
C1157,2024-03,2024-02,1
C1157,2024-04,2024-02,2
C1157,2024-05,2024-02,3
C1157,2024-06,2024-02,4
C1157,2024-07,2024-02,5
C1157,2024-08,2024-02,6
C1157,2024-09,2024-02,7
C1157,2024-10,2024-02,8
C1157,2024-11,2024-02,9
C1157,2024-12,2024-02,10
C1158,2023-03,2023-03,0
C1158,2023-04,2023-03,1
C1158,2023-05,2023-03,2
C1158,2023-06,2023-03,3
C1158,2023-07,2023-03,4
