CustomerID,CompanyName,Industry,Country,Total_MRR,Total_Seats,Total_Logins,Total_ActiveUsers,Total_APICalls,Total_SessionMinutes,Customer_Status
C1262,Arun Joshi Group,Retail,UK,342.28,10.0,145.0,86.0,6602.0,2173.6,Retained
C1263,Deepak Reddy Industries,Media,India,2338.44,8.0,0.0,0.0,0.0,0.0,Retained
C1264,Aarav Nair Solutions,Education,India,698.6,6.0,120.0,58.0,5937.0,1495.0,Retained
C1265,Aditya Reddy Solutions,Retail,UK,294.52,7.0,63.0,34.0,12507.0,3705.8,Retained
C1266,Arun Nair Systems,Education,UAE,342.28,10.0,315.0,176.0,20437.0,4693.3,Retained
C1267,Nikita Rao Industries,Retail,India,2098.6,6.0,39.0,22.0,3648.0,589.0,Churned
C1268,Deepak Patel Industries,Healthcare,India,80.36,9.0,248.0,145.0,15619.0,5012.1,Retained
C1269,Aadhya Patel Solutions,Healthcare,India,294.52,7.0,84.0,44.0,8242.0,2310.9,Churned
C1270,Farhan Menon Group,Logistics,India,294.52,7.0,114.0,69.0,7061.0,1771.6,Retained
C1271,Myra Gupta Industries,Retail,India,294.52,7.0,18.0,14.0,5502.0,424.2,Retained
C1272,Pooja Joshi Industries,Finance,UK,2218.52,7.0,38.0,15.0,10902.0,2523.5,Retained
C1273,Ananya Menon Systems,Manufacturing,India,818.36,9.0,175.0,83.0,33715.0,5628.7,Retained
C1274,Aadhya Khan Systems,Finance,UAE,342.28,10.0,31.0,9.0,1180.0,638.4000000000001,Churned
C1275,Nikita Verma Technologies,Logistics,UAE,1499.0,1.0,139.0,91.0,11043.0,2475.4,Churned
C1276,Myra Reddy Industries,Logistics,Singapore,246.76,4.0,55.0,31.0,4277.0,980.6,Churned
C1277,Kiara Gupta Industries,Logistics,UAE,294.52,8.0,89.0,41.0,16519.0,3345.1,Churned
C1278,Meera Sharma Industries,Media,UK,72.52,7.0,30.0,16.0,7009.0,1913.0,Churned
C1279,Divya Verma Solutions,Finance,India,80.36,9.0,29.0,12.0,3445.0,1172.6,Churned
C1280,Aman Patel Systems,Healthcare,Singapore,278.6,6.0,160.0,84.0,11578.0,2001.1,Retained
C1281,Farhan Das Group,Finance,India,2098.6,6.0,17.0,4.0,6342.0,1384.6,Churned
C1282,Nikita Menon Solutions,Healthcare,USA,1978.68,5.0,11.0,7.0,333.0,297.4,Retained
C1283,Kiara Nair Industries,Healthcare,UAE,84.28,10.0,109.0,48.0,33201.0,5185.6,Retained
C1284,Zoya Das Group,Retail,India,1978.68,5.0,23.0,16.0,567.0,301.8,Retained
C1285,Isha Verma Solutions,Healthcare,UK,778.44,8.0,44.0,13.0,25716.0,5267.7,Retained
C1286,Krishna Khan Solutions,Media,UK,326.36,9.0,108.0,64.0,15708.0,4471.4,Retained
C1287,Farhan Nair Industries,Education,UK,230.84,3.0,35.0,9.0,9304.0,2185.2,Churned
C1288,Kiara Das Labs,Retail,India,1618.92,2.0,65.0,37.0,4303.0,1241.9,Retained
C1289,Karthik Patel Systems,Healthcare,India,262.68,5.0,99.0,53.0,18126.0,5878.4,Retained
C1290,Riya Singh Systems,Manufacturing,UAE,2578.28,10.0,429.0,263.0,19734.0,5312.5,Retained
C1291,Diya Rao Systems,Retail,USA,60.76,4.0,38.0,32.0,1083.0,559.7,Retained
C1292,Divya Sharma Technologies,Healthcare,UAE,262.68,5.0,148.0,94.0,7588.0,1742.6,Retained
C1293,Tara Joshi Systems,Education,USA,278.6,6.0,26.0,12.0,7099.0,1628.1000000000001,Retained
C1294,Meera Singh Group,Education,India,358.2,11.0,54.0,32.0,5014.0,954.1,Churned
C1295,Aman Joshi Group,Logistics,India,278.6,6.0,34.0,19.0,10257.0,1979.5,Retained
C1296,Saanvi Khan Group,Healthcare,India,658.68,5.0,270.0,167.0,35849.0,5533.3,Retained
C1297,Naveen Sharma Technologies,Manufacturing,India,698.6,6.0,249.0,129.0,21600.0,3892.8,Retained
C1298,Riya Menon Systems,Media,Singapore,56.84,3.0,86.0,52.0,33580.0,5773.7,Retained
C1299,Rahul Iyer Group,Healthcare,UK,374.12,12.0,90.0,39.0,15257.0,4051.2,Retained
C1300,Krishna Sharma Solutions,Retail,India,278.6,6.0,380.0,229.0,34583.0,4866.2,Retained
C1301,Sanjay Verma Industries,Logistics,UK,230.84,3.0,11.0,2.0,6813.0,812.3000000000001,Churned
C1302,Ishaan Singh Industries,Logistics,Singapore,778.44,8.0,77.0,50.0,8309.0,1825.5,Churned
C1303,Farhan Khan Systems,Healthcare,India,72.52,7.0,114.0,56.0,25160.0,3768.5,Retained
C1304,Karthik Sharma Group,Finance,UK,64.68,5.0,67.0,40.0,19245.0,3904.9,Retained
C1305,Ananya Reddy Solutions,Manufacturing,UK,262.68,7.0,3.0,1.0,1195.0,452.9,Churned
C1306,Ananya Nair Systems,Media,India,72.52,7.0,58.0,25.0,1996.0,1819.7,Retained
C1307,Rahul Reddy Technologies,Media,India,278.6,6.0,318.0,207.0,23183.0,3595.7,Retained
C1308,Naveen Gupta Labs,Unknown,UK,2458.36,9.0,20.0,9.0,8021.0,1899.9,Retained
C1309,Diya Gupta Labs,Education,Singapore,80.36,9.0,183.0,107.0,29738.0,6219.4,Retained
C1310,Riya Das Technologies,Logistics,UK,778.44,8.0,45.0,20.0,13369.0,1260.3,Retained
C1311,Kavya Rao Labs,Education,India,64.68,5.0,9.0,3.0,3374.0,688.5,Churned
C1312,Saanvi Bose Labs,Logistics,Singapore,326.36,9.0,61.0,27.0,15900.0,4051.4,Retained
C1313,Krishna Joshi Solutions,Manufacturing,UK,1978.68,5.0,315.0,176.0,17519.0,5072.7,Retained
C1314,Isha Joshi Industries,Healthcare,UK,310.44,8.0,328.0,181.0,27367.0,6332.6,Retained
C1315,Arjun Das Solutions,Manufacturing,India,52.92,2.0,92.0,54.0,7901.0,1652.9,Retained
C1316,Deepak Reddy Group,Education,India,342.28,10.0,56.0,24.0,23575.0,4250.7,Retained
C1317,Divya Patel Systems,Retail,India,326.36,9.0,29.0,15.0,6862.0,1219.8,Retained
C1318,Vihaan Sharma Labs,Media,India,64.68,5.0,130.0,70.0,15540.0,4100.8,Retained
C1319,Divya Bose Group,Finance,India,294.52,6.0,59.0,32.0,7850.0,1122.0,Retained
C1320,Vihaan Nair Labs,Retail,India,326.36,9.0,108.0,63.0,8942.0,1037.3,Churned
C1321,Nikita Sharma Group,Logistics,UK,68.6,6.0,58.0,34.0,6043.0,1281.7,Retained
C1322,Arjun Khan Systems,Finance,India,294.52,7.0,187.0,103.0,14926.0,3556.0,Retained
C1323,Pooja Verma Labs,Manufacturing,Singapore,68.6,6.0,119.0,71.0,25779.0,3884.7,Retained
C1324,Karthik Reddy Technologies,Media,India,2458.36,9.0,464.0,281.0,27156.0,6137.2,Retained
C1325,Ishaan Reddy Group,Healthcare,UK,2338.44,8.0,91.0,48.0,20107.0,5372.2,Retained
C1326,Naveen Sharma Labs,Manufacturing,UK,76.44,8.0,375.0,200.0,28413.0,5655.7,Retained
C1327,Nikita Menon Group,Media,India,2098.6,6.0,281.0,180.0,35133.0,6907.5,Retained
C1328,Karthik Nair Labs,Media,USA,342.28,10.0,115.0,72.0,6444.0,2256.3,Churned
C1329,Kavya Das Group,Finance,India,76.44,8.0,23.0,8.0,12493.0,1366.4,Retained
C1330,Ananya Sharma Group,Finance,USA,538.92,2.0,61.0,25.0,21236.0,5241.7,Retained
C1331,Krishna Bose Industries,Finance,UAE,310.44,8.0,162.0,87.0,11401.0,2798.7999999999997,Churned
C1332,Diya Singh Labs,Finance,India,618.76,4.0,47.0,19.0,3926.0,645.0999999999999,Retained
C1333,Aditya Nair Systems,Healthcare,UK,278.6,6.0,156.0,88.0,10453.0,2117.0,Churned
C1334,Sai Menon Group,Manufacturing,India,1978.68,5.0,0.0,0.0,0.0,0.0,Retained
C1335,Karthik Rao Systems,Logistics,India,778.44,8.0,371.0,225.0,32222.0,3873.7,Retained
C1336,Sai Reddy Industries,Education,UAE,658.68,5.0,135.0,68.0,24018.0,4746.2,Retained
C1337,Rohan Patel Systems,Finance,USA,230.84,3.0,24.0,7.0,8117.0,2377.6,Churned
C1338,Aadhya Singh Systems,Manufacturing,USA,342.28,10.0,324.0,185.0,25562.0,4087.5,Retained
C1339,Nikita Iyer Group,Education,UAE,278.6,6.0,199.0,117.0,39221.0,5427.7,Retained
C1340,Zoya Joshi Technologies,Healthcare,India,88.2,11.0,167.0,105.0,12606.0,2544.1,Retained
C1341,Isha Singh Group,Healthcare,India,2218.52,7.0,343.0,184.0,22093.0,5804.1,Retained
C1342,Divya Joshi Systems,Healthcare,India,76.44,8.0,133.0,75.0,30750.0,5193.0,Retained
C1343,Isha Iyer Technologies,Manufacturing,USA,72.52,7.0,6.0,2.0,646.0,216.6,Retained
C1344,Naveen Verma Technologies,Finance,India,262.68,5.0,327.0,180.0,19815.0,4157.9,Retained
C1345,Rahul Gupta Group,Retail,UAE,294.52,5.0,260.0,129.0,7106.0,2910.7,Retained
C1346,Krishna Sharma Group,Retail,UAE,326.36,9.0,56.0,45.0,2600.0,650.0,Retained
C1347,Deepak Khan Solutions,Manufacturing,India,72.52,7.0,260.0,134.0,19501.0,3277.2,Retained
C1348,Aditya Menon Labs,Healthcare,USA,618.76,4.0,91.0,48.0,17783.0,3216.3,Retained
C1349,Krishna Joshi Systems,Finance,India,2458.36,9.0,77.0,45.0,13157.0,2811.2,Retained
C1350,Deepak Gupta Labs,Education,India,1978.68,5.0,340.0,198.0,13178.0,5130.8,Retained
C1351,Priya Gupta Systems,Retail,India,76.44,8.0,100.0,50.0,25714.0,4817.0,Retained
C1352,Aditya Patel Industries,Manufacturing,India,2578.28,10.0,95.0,60.0,9294.0,2619.7,Retained
C1353,Farhan Gupta Labs,Retail,UAE,68.6,6.0,0.0,0.0,0.0,0.0,Retained
C1354,Vivaan Reddy Group,Retail,India,99.96,14.0,378.0,185.0,28945.0,5921.9,Retained
C1355,Nikita Reddy Technologies,Finance,UK,294.52,11.0,26.0,12.0,549.0,642.7,Churned
C1356,Divya Joshi Industries,Retail,India,618.76,4.0,91.0,51.0,15046.0,2665.6,Retained
C1357,Saanvi Menon Labs,Media,India,262.68,5.0,233.0,134.0,27064.0,5955.8,Retained
C1358,Diya Das Systems,Logistics,India,64.68,5.0,179.0,92.0,15750.0,2483.7,Churned
C1359,Aman Rao Group,Finance,India,658.68,5.0,0.0,0.0,0.0,0.0,Retained
C1360,Deepak Gupta Group,Education,India,60.76,4.0,31.0,15.0,4024.0,1431.0,Retained
C1361,Meera Khan Systems,Retail,USA,658.68,5.0,57.0,21.0,2829.0,666.7,Retained
C1362,Aditya Patel Solutions,Education,India,64.68,5.0,272.0,136.0,26479.0,5805.2,Retained
C1363,Pooja Gupta Group,Logistics,India,310.44,8.0,34.0,16.0,5301.0,1284.0,Retained
C1364,Aarav Bose Labs,Manufacturing,India,1978.68,5.0,159.0,78.0,8615.0,2988.5,Retained
C1365,Diya Joshi Industries,Finance,India,778.44,8.0,141.0,81.0,9231.0,2000.6,Retained
C1366,Kavya Verma Labs,Education,India,278.6,6.0,107.0,59.0,7097.0,2152.4,Retained
C1367,Kiara Gupta Industries,Logistics,India,76.44,8.0,30.0,19.0,1044.0,394.4,Churned
C1368,Priya Singh Solutions,Healthcare,India,52.92,2.0,59.0,31.0,3218.0,802.4,Retained
C1369,Meera Reddy Industries,Retail,USA,2098.6,6.0,39.0,27.0,1702.0,386.6,Retained
C1370,Arun Joshi Group,Logistics,India,658.68,5.0,117.0,56.0,20215.0,3375.7,Retained
C1371,Nikita Singh Technologies,Finance,India,262.68,5.0,213.0,114.0,11450.0,3404.2,Retained
C1372,Isha Joshi Group,Retail,India,294.52,7.0,135.0,68.0,10411.0,1409.4,Retained
C1373,Naveen Patel Group,Logistics,India,60.76,4.0,259.0,145.0,17279.0,3595.6,Retained
C1374,Ananya Joshi Industries,Finance,USA,778.44,8.0,182.0,89.0,16074.0,2841.3,Retained
C1375,Tara Bose Group,Healthcare,Singapore,68.6,6.0,65.0,32.0,14998.0,4614.0,Retained
C1376,Vivaan Khan Systems,Media,India,310.44,8.0,390.0,237.0,18075.0,4472.3,Retained
C1377,Zoya Bose Technologies,Logistics,Singapore,698.6,6.0,61.0,28.0,5568.0,918.5,Churned
C1378,Sneha Reddy Solutions,Logistics,India,383.20000000000005,12.0,23.0,7.0,12094.0,2126.9,Churned
C1379,Pooja Rao Labs,Media,UK,60.76,4.0,153.0,91.0,17385.0,2762.1,Retained
C1380,Ishaan Reddy Labs,Media,Singapore,1618.92,2.0,98.0,56.0,4795.0,1041.8,Churned
C1381,Diya Nair Systems,Media,USA,2218.52,7.0,122.0,75.0,19174.0,3539.7,Churned
C1382,Sai Singh Systems,Logistics,India,68.6,6.0,57.0,41.0,2293.0,824.7,Retained
C1383,Myra Patel Solutions,Logistics,USA,92.12,12.0,15.0,7.0,4430.0,1196.4,Retained
C1384,Arjun Joshi Technologies,Finance,India,2098.6,6.0,61.0,37.0,10271.0,1455.2,Retained
C1385,Vihaan Das Group,Logistics,India,2218.52,7.0,3.0,1.0,3759.0,155.89999999999998,Churned
C1386,Naveen Singh Technologies,Media,USA,72.52,7.0,383.0,202.0,37376.0,6491.4,Retained
C1387,Arun Nair Solutions,Finance,India,310.44,8.0,198.0,120.0,8754.0,2188.3,Retained
C1388,Sai Bose Group,Retail,India,310.44,8.0,205.0,105.0,19246.0,4486.2,Retained
C1389,Meera Sharma Industries,Education,UAE,738.52,7.0,137.0,66.0,14494.0,2479.7,Retained
C1390,Rahul Reddy Labs,Retail,UK,278.6,6.0,18.0,5.0,2927.0,1417.5,Churned
C1391,Nikita Verma Industries,Logistics,India,68.6,6.0,30.0,13.0,17849.0,3522.9,Retained
C1392,Ananya Rao Industries,Media,UAE,64.68,5.0,390.0,239.0,20619.0,4813.3,Retained
C1393,Sneha Bose Technologies,Manufacturing,UAE,278.6,6.0,335.0,183.0,12121.0,3897.7,Retained
C1394,Sai Menon Group,Retail,Singapore,278.6,6.0,269.0,143.0,21963.0,4565.3,Retained
C1395,Deepak Patel Labs,Education,Singapore,3177.88,15.0,24.0,15.0,1661.0,515.4,Retained
C1396,Sai Joshi Systems,Finance,India,326.36,9.0,67.0,31.0,4077.0,1243.5,Churned
C1397,Divya Reddy Group,Logistics,UAE,938.12,12.0,13.0,8.0,16.0,317.7,Retained
C1398,Zoya Rao Group,Healthcare,USA,326.36,9.0,41.0,15.0,9588.0,1926.9,Churned
C1399,Aman Patel Technologies,Healthcare,USA,658.68,5.0,82.0,54.0,6783.0,1484.0,Churned
C1400,Arjun Bose Solutions,Education,India,294.52,7.0,32.0,21.0,5950.0,891.9,Retained
C1401,Naveen Gupta Solutions,Finance,India,342.28,10.0,27.0,10.0,3975.0,2021.3,Churned
C1402,Rohan Reddy Industries,Manufacturing,India,262.68,5.0,13.0,10.0,849.0,74.1,Churned
C1403,Sai Khan Labs,Media,India,278.6,6.0,81.0,58.0,4055.0,1043.2,Retained
C1404,Rahul Nair Labs,Logistics,India,778.44,8.0,97.0,62.0,21353.0,2800.1,Retained
C1405,Deepak Gupta Labs,Retail,India,246.76,4.0,40.0,26.0,5040.0,1807.8,Churned
C1406,Vihaan Joshi Group,Education,UK,278.6,6.0,56.0,28.0,6046.0,2000.8,Retained
C1407,Meera Gupta Labs,Logistics,India,738.52,7.0,58.0,37.0,5500.0,712.9,Retained
C1408,Aarav Reddy Labs,Finance,India,68.6,6.0,115.0,63.0,18026.0,3963.7,Retained
C1409,Saanvi Iyer Industries,Unknown,USA,68.6,6.0,77.0,46.0,6868.0,1414.0,Churned
C1410,Isha Khan Technologies,Media,India,326.36,9.0,62.0,37.0,1973.0,835.7,Churned
C1411,Saanvi Verma Technologies,Education,India,262.68,5.0,0.0,0.0,0.0,0.0,Retained
C1412,Farhan Verma Solutions,Manufacturing,India,2534.8,17.0,38.0,19.0,6903.0,1136.6,Churned
C1413,Kiara Joshi Solutions,Finance,India,246.76,4.0,113.0,57.0,20979.0,3694.6,Retained
C1414,Zoya Joshi Solutions,Education,UK,326.36,9.0,78.0,43.0,4052.0,1057.6,Churned
C1415,Sneha Rao Group,Retail,Singapore,778.44,8.0,92.0,51.0,16485.0,2493.7,Retained
C1416,Sneha Sharma Systems,Healthcare,USA,658.68,5.0,410.0,204.0,34294.0,6123.9,Retained
C1417,Naveen Patel Technologies,Healthcare,India,326.36,9.0,15.0,5.0,4770.0,308.5,Churned
C1418,Naveen Patel Technologies,Manufacturing,India,326.36,9.0,96.0,55.0,16747.0,3222.6,Retained
C1419,Diya Nair Industries,Manufacturing,UK,294.52,7.0,33.0,22.0,2478.0,372.9,Retained
C1420,Arun Gupta Technologies,Healthcare,USA,278.6,6.0,120.0,59.0,24182.0,4839.6,Retained
