CustomerID,CompanyName,Industry,Country,City,EmployeeCount,SignupDate,AcquisitionChannel,Total_MRR,Total_Seats,Total_Logins,Total_ActiveUsers,Total_APICalls,Total_SessionMinutes,Ticket_Count,Average_Satisfaction,Average_ResolutionHours,Churn_Status,Satisfaction_Group
C1141,Ananya Joshi Industries,Finance,USA,Austin,400.0,2023-02-25,Organic Search,278.6,6.0,136.0,71.0,28450.0,6789.9,4.0,4.0,33.575,Retained,Good (>3–4)
C1142,Kavya Reddy Technologies,Education,USA,Austin,400.0,2023-03-03,Partner,326.36,9.0,270.0,151.0,27711.0,5823.3,4.0,6.75,28.05,Retained,Excellent (>4)
C1143,Reyansh Menon Solutions,Retail,Singapore,Singapore,35.0,2023-02-20,Unknown,88.2,11.0,98.0,52.0,10005.0,2354.3,4.0,4.5,52.824999999999996,Churned,Excellent (>4)
C1144,Aditya Sharma Technologies,Media,UK,London,80.0,2024-01-15,Referral,2698.2,11.0,216.0,131.0,22209.0,3397.3,3.0,5.0,32.23333333333333,Retained,Excellent (>4)
C1145,Pooja Reddy Solutions,Logistics,India,Hyderabad,35.0,2023-03-28,Outbound,68.6,6.0,313.0,169.0,23925.0,6105.9,5.0,5.0,54.06,Retained,Excellent (>4)
C1146,Priya Iyer Technologies,Healthcare,India,Pune,150.0,2023-01-16,Referral,294.52,7.0,132.0,68.0,24680.0,5860.7,2.0,3.5,30.5,Retained,Good (>3–4)
C1147,Vivaan Khan Technologies,Manufacturing,India,Bengaluru,80.0,2023-11-07,Organic Search,262.68,5.0,173.0,85.0,13087.0,3993.0,2.0,4.5,43.7,Retained,Excellent (>4)
C1148,Divya Bose Solutions,Education,India,Chennai,80.0,2024-09-04,Unknown,778.44,8.0,18.0,7.0,3392.0,832.8000000000001,1.0,3.0,68.6,Retained,Moderate (>2–3)
C1149,Vivaan Verma Technologies,Logistics,UK,London,35.0,2023-04-23,Paid Ads,1978.68,5.0,71.0,39.0,23494.0,5919.3,5.0,5.0,31.920000000000005,Retained,Excellent (>4)
C1150,Rahul Singh Technologies,Education,India,Hyderabad,35.0,2025-01-14,Outbound,578.84,3.0,0.0,0.0,0.0,0.0,3.0,5.0,45.0,Churned,Excellent (>4)
C1151,Aman Gupta Solutions,Manufacturing,India,Chennai,12.0,2023-07-20,Paid Ads,778.44,8.0,132.0,77.0,10874.0,1887.0,1.0,2.0,61.7,Churned,Low (≤2)
C1152,Nikita Verma Technologies,Finance,USA,Austin,80.0,2024-08-03,Organic Search,294.52,7.0,19.0,7.0,4282.0,886.7,5.0,5.2,39.660000000000004,Churned,Excellent (>4)
C1153,Aadhya Patel Solutions,Media,India,Pune,80.0,2024-08-10,Paid Ads,618.76,4.0,30.0,11.0,7219.0,1156.8,1.0,8.0,12.7,Retained,Excellent (>4)
C1154,Kiara Das Group,Unknown,India,Pune,80.0,2024-10-29,Organic Search,723.3599999999999,10.0,8.0,4.0,3649.0,657.9000000000001,1.0,6.0,77.3,Churned,Excellent (>4)
C1155,Naveen Verma Technologies,Manufacturing,India,Bengaluru,12.0,2023-09-30,Referral,2098.6,6.0,97.0,46.0,21903.0,4323.0,3.0,6.666666666666667,40.46666666666667,Retained,Excellent (>4)
C1156,Diya Sharma Technologies,Retail,India,Chennai,80.0,2024-03-16,Organic Search,2218.52,7.0,85.0,46.0,12133.0,2974.4,2.0,6.5,5.85,Retained,Excellent (>4)
C1157,Meera Joshi Solutions,Logistics,Singapore,Singapore,150.0,2024-02-24,Paid Ads,230.84,3.0,76.0,39.0,15644.0,2611.0,6.0,5.166666666666667,38.083333333333336,Retained,Excellent (>4)
C1158,Farhan Nair Labs,Education,India,Mumbai,3000.0,2023-03-21,Organic Search,84.28,10.0,201.0,97.0,21070.0,5085.2,3.0,5.666666666666667,46.0,Retained,Excellent (>4)
C1159,Deepak Bose Systems,Education,UK,London,400.0,2024-09-02,Organic Search,80.36,9.0,50.0,26.0,5396.0,952.8,6.0,5.333333333333333,50.54999999999999,Retained,Excellent (>4)
C1160,Ishaan Singh Group,Education,USA,Boston,1200.0,2024-12-11,Organic Search,68.6,6.0,10.0,4.0,597.0,228.8,4.0,5.0,45.15,Retained,Excellent (>4)
C1161,Sneha Das Systems,Healthcare,UAE,Dubai,150.0,2024-05-18,Paid Ads,246.76,4.0,22.0,9.0,21178.0,2260.1,3.0,4.0,30.833333333333332,Retained,Good (>3–4)
C1162,Divya Nair Technologies,Logistics,India,Hyderabad,150.0,2024-09-08,Outbound,2098.6,6.0,26.0,14.0,1159.0,551.1999999999999,3.0,5.666666666666667,24.2,Churned,Excellent (>4)
C1163,Meera Menon Industries,Media,India,Bengaluru,35.0,2023-09-03,Paid Ads,278.6,6.0,89.0,45.0,24521.0,3983.4,3.0,4.0,27.666666666666668,Retained,Good (>3–4)
C1164,Saanvi Menon Systems,Healthcare,India,Pune,150.0,2023-10-06,Events,80.36,9.0,255.0,139.0,27508.0,3747.0,3.0,4.666666666666667,30.333333333333332,Retained,Excellent (>4)
C1165,Arjun Das Solutions,Logistics,India,Bengaluru,80.0,2024-03-12,Partner,72.52,7.0,153.0,93.0,13464.0,2518.4,5.0,5.4,49.480000000000004,Retained,Excellent (>4)
C1166,Deepak Joshi Industries,Education,India,Bengaluru,80.0,2024-08-30,Paid Ads,2338.44,8.0,31.0,21.0,7565.0,1049.7,3.0,4.0,35.03333333333333,Retained,Good (>3–4)
C1167,Aarav Patel Labs,Media,Singapore,Singapore,3000.0,2023-04-19,Paid Ads,278.6,6.0,66.0,26.0,26818.0,4928.8,4.0,6.75,19.85,Retained,Excellent (>4)
C1168,Aditya Joshi Solutions,Finance,USA,Seattle,80.0,2023-10-30,Referral,56.84,3.0,318.0,164.0,12269.0,3954.2,2.0,6.5,7.55,Retained,Excellent (>4)
C1169,Reyansh Menon Solutions,Manufacturing,UK,Manchester,400.0,2024-09-01,Organic Search,658.68,5.0,16.0,7.0,8651.0,1094.9,3.0,9.333333333333334,21.96666666666667,Retained,Excellent (>4)
C1170,Diya Verma Industries,Finance,India,Mumbai,80.0,2023-12-28,Referral,76.44,8.0,74.0,46.0,5555.0,912.7,2.0,4.5,50.4,Churned,Excellent (>4)
C1171,Aditya Khan Industries,Retail,USA,Austin,35.0,2023-11-04,Referral,294.52,8.0,270.0,135.0,20380.0,3424.1,0.0,,,Retained,
C1172,Reyansh Menon Industries,Healthcare,Singapore,Singapore,400.0,2024-11-08,Referral,818.36,9.0,23.0,10.0,2296.0,209.9,0.0,,,Churned,
C1173,Kiara Bose Labs,Finance,India,Delhi,12.0,2024-09-03,Events,76.44,8.0,35.0,20.0,6443.0,571.4,1.0,5.0,23.1,Churned,Excellent (>4)
C1174,Vivaan Verma Systems,Retail,India,Bengaluru,80.0,2024-08-29,Partner,230.84,3.0,63.0,28.0,7341.0,935.7,6.0,6.0,36.85,Retained,Excellent (>4)
C1175,Pooja Bose Solutions,Logistics,India,Delhi,12.0,2023-05-31,Organic Search,56.84,3.0,103.0,47.0,22317.0,4691.6,7.0,5.714285714285714,41.885714285714286,Retained,Excellent (>4)
C1176,Sneha Khan Technologies,Education,UAE,Abu Dhabi,12.0,2024-08-26,Organic Search,72.52,7.0,60.0,29.0,1509.0,798.1,5.0,4.8,23.860000000000003,Churned,Excellent (>4)
C1177,Isha Gupta Group,Media,USA,Seattle,12.0,2023-11-13,Organic Search,72.52,7.0,245.0,156.0,17908.0,4081.4,5.0,5.2,26.28,Retained,Excellent (>4)
C1178,Isha Menon Solutions,Retail,India,Mumbai,12.0,2023-06-30,Partner,326.36,9.0,360.0,205.0,24438.0,4765.1,2.0,4.5,25.200000000000003,Retained,Excellent (>4)
C1179,Sneha Iyer Solutions,Media,USA,Boston,12.0,2023-08-13,Paid Ads,60.76,4.0,30.0,14.0,5745.0,1048.6,3.0,5.0,23.666666666666668,Churned,Excellent (>4)
C1180,Rahul Menon Labs,Retail,UAE,Dubai,80.0,2023-08-14,Organic Search,68.6,6.0,142.0,94.0,8996.0,1991.9,1.0,1.0,79.8,Churned,Low (≤2)
C1181,Isha Reddy Labs,Healthcare,UK,London,150.0,2024-09-28,Partner,230.84,3.0,65.0,34.0,2741.0,725.8,2.0,4.5,23.299999999999997,Churned,Excellent (>4)
C1182,Arun Menon Labs,Finance,India,Bengaluru,1200.0,2023-09-21,Organic Search,1978.68,5.0,37.0,14.0,14175.0,2507.7,4.0,3.75,42.075,Churned,Good (>3–4)
C1183,Sanjay Gupta Labs,Manufacturing,USA,Austin,400.0,2024-04-03,Paid Ads,402.8,17.0,52.0,26.0,10636.0,1341.9,3.0,6.0,34.6,Churned,Excellent (>4)
C1184,Meera Verma Group,Manufacturing,USA,Boston,80.0,2023-04-15,Organic Search,818.36,9.0,192.0,99.0,21884.0,5320.3,2.0,3.5,15.549999999999999,Retained,Good (>3–4)
C1185,Zoya Rao Labs,Finance,India,Mumbai,35.0,2024-08-23,Partner,294.52,7.0,53.0,27.0,6286.0,1016.2,3.0,6.0,10.133333333333333,Churned,Excellent (>4)
C1186,Diya Rao Technologies,Media,UK,Manchester,80.0,2023-10-05,Paid Ads,738.52,7.0,104.0,59.0,22089.0,3798.4,3.0,6.0,14.299999999999999,Retained,Excellent (>4)
C1187,Pooja Gupta Group,Manufacturing,India,Mumbai,150.0,2024-03-20,Organic Search,578.84,3.0,209.0,122.0,18117.0,2975.9,2.0,5.5,34.4,Retained,Excellent (>4)
C1188,Tara Rao Industries,Healthcare,India,Hyderabad,12.0,2023-07-21,Referral,778.44,8.0,389.0,245.0,35150.0,4804.6,4.0,5.0,41.275,Retained,Excellent (>4)
C1189,Kiara Patel Group,Media,India,Bengaluru,150.0,2024-08-26,Referral,310.44,8.0,19.0,9.0,8596.0,604.3,1.0,3.0,59.0,Churned,Moderate (>2–3)
C1190,Myra Joshi Solutions,Retail,UK,Manchester,12.0,2023-02-14,Paid Ads,342.28,10.0,53.0,18.0,24468.0,5894.7,1.0,9.0,4.1,Retained,Excellent (>4)
C1191,Sai Patel Industries,Healthcare,UAE,Abu Dhabi,12.0,2023-12-31,Referral,68.6,6.0,246.0,131.0,13042.0,3241.4,2.0,6.5,23.549999999999997,Retained,Excellent (>4)
C1192,Deepak Nair Technologies,Media,UK,Manchester,150.0,2023-07-05,Organic Search,84.28,10.0,62.0,32.0,22798.0,4445.2,4.0,5.0,31.95,Retained,Excellent (>4)
C1193,Diya Menon Systems,Unknown,USA,Seattle,1200.0,2024-08-02,Paid Ads,278.6,6.0,18.0,10.0,5062.0,1498.6,2.0,5.0,16.55,Retained,Excellent (>4)
C1194,Zoya Bose Group,Retail,UAE,Dubai,80.0,2024-03-19,Organic Search,3957.3599999999997,10.0,105.0,62.0,7975.0,1555.5,5.0,5.2,39.46,Churned,Excellent (>4)
C1195,Aman Gupta Labs,Finance,UAE,Abu Dhabi,80.0,2023-05-03,Referral,2578.28,10.0,224.0,120.0,20385.0,4668.9,5.0,5.2,31.52,Retained,Excellent (>4)
C1196,Ananya Singh Industries,Finance,India,Hyderabad,80.0,2023-03-16,Referral,99.96,14.0,6.0,2.0,3590.0,589.8,3.0,7.333333333333333,15.799999999999999,Churned,Excellent (>4)
C1197,Sanjay Menon Industries,Education,Singapore,Singapore,35.0,2024-04-28,Referral,88.2,11.0,86.0,49.0,19714.0,2455.6,6.0,5.333333333333333,38.38333333333333,Retained,Excellent (>4)
C1198,Ananya Sharma Labs,Finance,India,Hyderabad,12.0,2023-04-26,Paid Ads,2218.52,7.0,377.0,179.0,28182.0,5368.0,6.0,6.5,27.03333333333333,Retained,Excellent (>4)
C1199,Aman Singh Labs,Education,India,Pune,80.0,2024-08-05,Paid Ads,278.6,6.0,12.0,5.0,7005.0,1241.4,1.0,5.0,59.4,Retained,Excellent (>4)
C1200,Kavya Rao Industries,Media,India,Delhi,80.0,2024-11-10,Partner,60.76,4.0,21.0,7.0,927.0,447.9,3.0,4.666666666666667,55.199999999999996,Retained,Excellent (>4)
C1201,Naveen Patel Labs,Manufacturing,India,Delhi,400.0,2024-12-07,Organic Search,1858.76,4.0,20.0,9.0,185.0,337.2,4.0,5.5,49.85,Retained,Excellent (>4)
C1202,Karthik Iyer Labs,Finance,India,Pune,35.0,2024-12-06,Organic Search,1112.88,16.0,18.0,6.0,1956.0,335.6,1.0,5.0,41.6,Churned,Excellent (>4)
C1203,Saanvi Reddy Industries,Education,USA,Seattle,1200.0,2024-10-24,Organic Search,858.28,10.0,36.0,22.0,8114.0,821.0,2.0,7.0,32.05,Retained,Excellent (>4)
C1204,Aman Reddy Systems,Manufacturing,India,Bengaluru,12.0,2023-02-19,Paid Ads,2338.44,8.0,333.0,202.0,23455.0,6215.1,3.0,5.666666666666667,62.76666666666667,Retained,Excellent (>4)
C1205,Isha Joshi Labs,Healthcare,USA,Seattle,1200.0,2023-11-16,Paid Ads,778.44,8.0,87.0,47.0,9564.0,2022.0,1.0,6.0,27.3,Churned,Excellent (>4)
C1206,Zoya Gupta Group,Logistics,India,Bengaluru,400.0,2023-04-29,Paid Ads,738.52,7.0,349.0,199.0,30924.0,5245.900000000001,9.0,5.666666666666667,34.63333333333333,Retained,Excellent (>4)
C1207,Sneha Gupta Technologies,Manufacturing,Singapore,Singapore,80.0,2023-04-17,Organic Search,310.44,8.0,373.0,186.0,29308.0,5186.3,3.0,5.0,46.333333333333336,Retained,Excellent (>4)
C1208,Deepak Das Group,Healthcare,India,Mumbai,150.0,2023-10-02,Organic Search,60.76,4.0,21.0,12.0,10291.0,1918.8,2.0,5.5,25.3,Churned,Excellent (>4)
C1209,Rahul Khan Systems,Media,USA,Seattle,12.0,2023-08-28,Organic Search,658.68,5.0,30.0,15.0,6854.0,1348.6,1.0,7.0,12.3,Churned,Excellent (>4)
C1210,Deepak Patel Technologies,Healthcare,India,Delhi,1200.0,2023-12-29,Events,56.84,3.0,36.0,18.0,5247.0,972.7,3.0,5.0,17.366666666666667,Churned,Excellent (>4)
C1211,Krishna Iyer Solutions,Retail,India,Mumbai,1200.0,2024-10-13,Events,294.52,7.0,52.0,25.0,3102.0,1011.4,1.0,5.0,57.9,Retained,Excellent (>4)
C1212,Sai Verma Solutions,Retail,India,Mumbai,80.0,2023-06-27,Events,538.92,2.0,185.0,106.0,21498.0,4957.6,4.0,7.5,32.825,Retained,Excellent (>4)
C1213,Nikita Verma Labs,Retail,India,Delhi,12.0,2024-11-28,Events,214.92,2.0,17.0,13.0,826.0,435.3,1.0,6.0,44.3,Retained,Excellent (>4)
C1214,Sneha Sharma Technologies,Logistics,India,Pune,80.0,2024-11-17,Outbound,405.96,14.0,31.0,19.0,4733.0,505.5,6.0,6.166666666666667,33.93333333333333,Retained,Excellent (>4)
C1215,Zoya Patel Solutions,Healthcare,UK,Manchester,12.0,2024-08-28,Organic Search,60.76,4.0,18.0,6.0,4925.0,1392.0,5.0,5.2,32.04,Retained,Excellent (>4)
C1216,Nikita Khan Systems,Manufacturing,India,Chennai,150.0,2023-08-25,Paid Ads,76.44,8.0,93.0,48.0,20645.0,4497.7,3.0,5.333333333333333,40.9,Retained,Excellent (>4)
C1217,Sai Iyer Industries,Logistics,India,Pune,35.0,2023-03-06,Paid Ads,1858.76,4.0,159.0,95.0,10986.0,2178.9,5.0,5.2,34.739999999999995,Churned,Excellent (>4)
C1218,Reyansh Joshi Group,Education,Singapore,Singapore,12.0,2025-01-19,Paid Ads,84.28,10.0,0.0,0.0,0.0,0.0,5.0,5.8,45.62,Retained,Excellent (>4)
C1219,Tara Nair Group,Healthcare,India,Pune,12.0,2023-03-06,Organic Search,160.72,18.0,147.0,80.0,24237.0,4534.8,2.0,7.0,62.05,Churned,Excellent (>4)
C1220,Diya Rao Solutions,Logistics,UAE,Abu Dhabi,12.0,2023-02-28,Outbound,658.68,5.0,261.0,149.0,32557.0,5894.0,5.0,4.6,54.339999999999996,Retained,Excellent (>4)
C1221,Rahul Gupta Solutions,Education,India,Mumbai,150.0,2023-05-20,Unknown,80.36,9.0,108.0,56.0,15668.0,1797.4,3.0,6.333333333333333,26.233333333333334,Churned,Excellent (>4)
C1222,Aarav Verma Labs,Finance,UK,Manchester,80.0,2024-09-13,Outbound,818.36,9.0,53.0,35.0,2364.0,1013.3,4.0,4.75,51.9,Retained,Excellent (>4)
C1223,Vihaan Joshi Industries,Education,USA,Austin,12.0,2024-08-07,Paid Ads,278.6,6.0,99.0,61.0,5520.0,1334.6999999999998,2.0,7.5,4.1,Retained,Excellent (>4)
C1224,Isha Patel Technologies,Manufacturing,India,Hyderabad,12.0,2024-02-15,Paid Ads,898.2,11.0,44.0,21.0,11157.0,2557.0,0.0,,,Retained,
C1225,Diya Patel Industries,Logistics,India,Hyderabad,150.0,2023-08-14,Referral,129.36,10.0,171.0,104.0,23197.0,3609.7,4.0,6.25,39.7,Churned,Excellent (>4)
C1226,Ishaan Patel Industries,Education,India,Pune,12.0,2023-05-04,Events,246.76,4.0,159.0,94.0,31828.0,4647.5,1.0,9.0,10.9,Retained,Excellent (>4)
C1227,Karthik Das Industries,Healthcare,India,Chennai,35.0,2024-04-25,Paid Ads,698.6,6.0,32.0,20.0,5699.0,784.0,2.0,6.5,14.25,Churned,Excellent (>4)
C1228,Kiara Sharma Solutions,Logistics,India,Chennai,80.0,2023-12-08,Partner,230.84,3.0,16.0,5.0,6394.0,1897.8,3.0,4.666666666666667,28.666666666666668,Churned,Excellent (>4)
C1229,Farhan Verma Technologies,Media,UK,Manchester,150.0,2024-02-23,Organic Search,72.52,7.0,82.0,49.0,18424.0,2735.7,2.0,1.5,42.0,Retained,Low (≤2)
C1230,Ishaan Patel Industries,Retail,India,Hyderabad,12.0,2023-07-24,Partner,1009.04,14.0,87.0,44.0,15356.0,2902.1,3.0,6.666666666666667,21.233333333333334,Churned,Excellent (>4)
C1231,Aditya Patel Group,Logistics,USA,Austin,150.0,2023-12-09,Referral,246.76,4.0,200.0,104.0,10884.0,3253.0,2.0,5.5,27.2,Retained,Excellent (>4)
C1232,Rohan Bose Systems,Finance,UK,Manchester,3000.0,2024-10-14,Paid Ads,738.52,7.0,36.0,21.0,4919.0,1080.1,2.0,7.0,64.4,Retained,Excellent (>4)
C1233,Deepak Patel Labs,Manufacturing,UAE,Dubai,400.0,2024-08-17,Outbound,578.84,3.0,67.0,33.0,3449.0,1336.2,6.0,7.333333333333333,18.466666666666665,Retained,Excellent (>4)
C1234,Farhan Singh Industries,Manufacturing,UK,London,12.0,2023-05-15,Paid Ads,68.6,6.0,437.0,254.0,31970.0,5174.0,4.0,6.0,38.875,Retained,Excellent (>4)
C1235,Vivaan Bose Technologies,Healthcare,India,Mumbai,80.0,2024-06-05,Partner,68.6,6.0,23.0,9.0,6153.0,1659.6,4.0,5.5,40.074999999999996,Retained,Excellent (>4)
C1236,Saanvi Rao Industries,Education,UAE,Dubai,400.0,2023-03-15,Referral,72.52,7.0,33.0,21.0,1702.0,653.5,8.0,5.5,39.475,Churned,Excellent (>4)
C1237,Arun Rao Systems,Logistics,India,Pune,150.0,2024-07-20,Outbound,358.2,11.0,147.0,69.0,4833.0,1407.9,3.0,7.333333333333333,29.0,Retained,Excellent (>4)
C1238,Tara Gupta Technologies,Media,UK,Manchester,35.0,2023-05-23,Organic Search,88.2,11.0,138.0,74.0,15363.0,3540.7,2.0,4.0,64.1,Churned,Good (>3–4)
C1239,Pooja Nair Solutions,Manufacturing,UK,Manchester,150.0,2023-05-30,Events,1738.84,3.0,39.0,16.0,3607.0,753.3,5.0,6.4,34.019999999999996,Churned,Excellent (>4)
C1240,Aadhya Gupta Group,Finance,Singapore,Singapore,80.0,2025-01-12,Organic Search,64.68,5.0,0.0,0.0,0.0,0.0,2.0,5.5,48.05,Retained,Excellent (>4)
C1241,Rohan Iyer Group,Healthcare,India,Chennai,1200.0,2023-07-05,Paid Ads,2098.6,6.0,201.0,118.0,19031.0,2877.0,1.0,6.0,47.0,Churned,Excellent (>4)
C1242,Deepak Bose Group,Finance,India,Hyderabad,35.0,2024-11-12,Outbound,2648.88,16.0,7.0,3.0,2842.0,584.8,3.0,5.333333333333333,18.400000000000002,Churned,Excellent (>4)
C1243,Aditya Patel Solutions,Media,UAE,Dubai,150.0,2023-12-03,Paid Ads,64.68,5.0,247.0,146.0,5532.0,3747.0,2.0,5.0,43.4,Retained,Excellent (>4)
C1244,Myra Sharma Industries,Media,India,Delhi,150.0,2024-11-20,Referral,72.52,7.0,10.0,6.0,3173.0,382.8,2.0,5.0,30.8,Retained,Excellent (>4)
C1245,Aadhya Sharma Labs,Logistics,India,Pune,150.0,2024-12-08,Organic Search,84.28,10.0,8.0,6.0,515.0,135.0,7.0,5.142857142857143,33.42857142857143,Retained,Excellent (>4)
C1246,Aditya Sharma Group,Finance,UAE,Abu Dhabi,80.0,2024-02-13,Organic Search,618.76,4.0,212.0,150.0,14175.0,2650.9,2.0,7.5,45.400000000000006,Retained,Excellent (>4)
C1247,Karthik Sharma Technologies,Manufacturing,UK,Manchester,1200.0,2024-08-23,Partner,738.52,7.0,52.0,32.0,6475.0,1606.8,5.0,4.6,40.22,Retained,Excellent (>4)
C1248,Farhan Bose Solutions,Media,UAE,Abu Dhabi,400.0,2024-04-18,Paid Ads,738.52,7.0,118.0,78.0,4751.0,2053.2,2.0,5.5,30.099999999999998,Retained,Excellent (>4)
C1249,Ananya Singh Solutions,Manufacturing,USA,Boston,150.0,2023-04-12,Organic Search,698.6,6.0,287.0,148.0,28405.0,5274.0,4.0,5.5,35.65,Retained,Excellent (>4)
C1250,Sai Rao Industries,Finance,India,Hyderabad,1200.0,2024-01-20,Partner,1978.68,5.0,149.0,74.0,15122.0,3044.2,5.0,5.6,37.32000000000001,Retained,Excellent (>4)
C1251,Diya Khan Group,Logistics,Singapore,Singapore,80.0,2023-03-19,Paid Ads,818.36,9.0,173.0,102.0,21096.0,5475.3,3.0,5.0,42.56666666666666,Retained,Excellent (>4)
C1252,Meera Sharma Industries,Media,UK,Manchester,12.0,2023-07-22,Organic Search,2098.6,6.0,125.0,58.0,11778.0,2571.1,3.0,4.0,43.06666666666666,Churned,Good (>3–4)
C1253,Karthik Rao Solutions,Media,India,Hyderabad,35.0,2024-06-01,Organic Search,156.8,17.0,42.0,21.0,5143.0,1055.7,8.0,6.25,32.85,Churned,Excellent (>4)
C1254,Rohan Nair Technologies,Education,USA,Boston,35.0,2023-04-19,Organic Search,310.44,8.0,164.0,89.0,25481.0,4801.8,4.0,5.0,39.75,Retained,Excellent (>4)
C1255,Riya Joshi Labs,Healthcare,India,Mumbai,12.0,2024-10-25,Referral,310.44,8.0,3.0,0.0,1816.0,536.9,1.0,8.0,70.2,Churned,Excellent (>4)
C1256,Sai Gupta Technologies,Media,UK,London,35.0,2024-03-30,Events,1978.68,5.0,102.0,53.0,12317.0,2675.6,4.0,4.75,45.0,Retained,Excellent (>4)
C1257,Vihaan Patel Solutions,Manufacturing,India,Chennai,35.0,2023-11-18,Partner,1858.76,4.0,30.0,12.0,2143.0,519.1,5.0,5.2,28.160000000000004,Churned,Excellent (>4)
C1258,Myra Verma Technologies,Media,UK,Manchester,150.0,2024-02-27,Organic Search,658.68,5.0,12.0,3.0,5646.0,743.7,1.0,7.0,26.1,Churned,Excellent (>4)
C1259,Priya Reddy Systems,Manufacturing,India,Delhi,80.0,2024-10-31,Paid Ads,778.44,8.0,65.0,46.0,2354.0,845.8,1.0,6.0,27.6,Retained,Excellent (>4)
C1260,Meera Iyer Technologies,Finance,India,Bengaluru,80.0,2023-06-11,Referral,818.36,7.0,191.0,101.0,27285.0,5048.2,4.0,6.25,47.8,Retained,Excellent (>4)
C1261,Reyansh Menon Labs,Retail,India,Delhi,150.0,2024-03-07,Outbound,1978.68,5.0,57.0,31.0,8191.0,345.2,3.0,5.0,31.333333333333332,Churned,Excellent (>4)
C1262,Arun Joshi Group,Retail,UK,London,150.0,2024-04-09,Paid Ads,342.28,10.0,145.0,86.0,6602.0,2173.6,3.0,6.0,38.233333333333334,Retained,Excellent (>4)
C1263,Deepak Reddy Industries,Media,India,Bengaluru,80.0,2025-01-05,Paid Ads,2338.44,8.0,0.0,0.0,0.0,0.0,1.0,4.0,59.4,Retained,Good (>3–4)
C1264,Aarav Nair Solutions,Education,India,Mumbai,35.0,2024-07-05,Referral,698.6,6.0,120.0,58.0,5937.0,1495.0,5.0,6.4,29.339999999999996,Retained,Excellent (>4)
C1265,Aditya Reddy Solutions,Retail,UK,London,3000.0,2023-10-23,Events,294.52,7.0,63.0,34.0,12507.0,3705.8,4.0,3.25,45.25,Retained,Good (>3–4)
C1266,Arun Nair Systems,Education,UAE,Abu Dhabi,80.0,2023-07-04,Paid Ads,342.28,10.0,315.0,176.0,20437.0,4693.3,3.0,7.0,44.53333333333333,Retained,Excellent (>4)
C1267,Nikita Rao Industries,Retail,India,Hyderabad,150.0,2023-11-09,Organic Search,2098.6,6.0,39.0,22.0,3648.0,589.0,5.0,5.6,38.980000000000004,Churned,Excellent (>4)
C1268,Deepak Patel Industries,Healthcare,India,Delhi,1200.0,2023-08-21,Organic Search,80.36,9.0,248.0,145.0,15619.0,5012.1,1.0,9.0,16.2,Retained,Excellent (>4)
C1269,Aadhya Patel Solutions,Healthcare,India,Pune,80.0,2024-01-16,Organic Search,294.52,7.0,84.0,44.0,8242.0,2310.9,4.0,4.0,43.075,Churned,Good (>3–4)
C1270,Farhan Menon Group,Logistics,India,Mumbai,150.0,2024-06-22,Partner,294.52,7.0,114.0,69.0,7061.0,1771.6,3.0,4.333333333333333,30.23333333333333,Retained,Excellent (>4)
C1271,Myra Gupta Industries,Retail,India,Bengaluru,400.0,2024-12-11,Paid Ads,294.52,7.0,18.0,14.0,5502.0,424.2,1.0,6.0,4.1,Retained,Excellent (>4)
C1272,Pooja Joshi Industries,Finance,UK,London,80.0,2024-04-25,Paid Ads,2218.52,7.0,38.0,15.0,10902.0,2523.5,5.0,4.8,36.839999999999996,Retained,Excellent (>4)
C1273,Ananya Menon Systems,Manufacturing,India,Delhi,150.0,2023-03-25,Partner,818.36,9.0,175.0,83.0,33715.0,5628.7,2.0,4.5,61.1,Retained,Excellent (>4)
C1274,Aadhya Khan Systems,Finance,UAE,Abu Dhabi,80.0,2024-10-06,Events,342.28,10.0,31.0,9.0,1180.0,638.4000000000001,2.0,2.0,46.55,Churned,Low (≤2)
C1275,Nikita Verma Technologies,Logistics,UAE,Abu Dhabi,35.0,2023-09-06,Paid Ads,1499.0,1.0,139.0,91.0,11043.0,2475.4,2.0,7.0,21.65,Churned,Excellent (>4)
C1276,Myra Reddy Industries,Logistics,Singapore,Singapore,1200.0,2024-06-23,Unknown,246.76,4.0,55.0,31.0,4277.0,980.6,4.0,7.0,4.65,Churned,Excellent (>4)
C1277,Kiara Gupta Industries,Logistics,UAE,Dubai,3000.0,2023-01-19,Paid Ads,294.52,8.0,89.0,41.0,16519.0,3345.1,3.0,5.666666666666667,55.76666666666667,Churned,Excellent (>4)
C1278,Meera Sharma Industries,Media,UK,London,35.0,2024-02-14,Paid Ads,72.52,7.0,30.0,16.0,7009.0,1913.0,6.0,8.0,25.349999999999998,Churned,Excellent (>4)
C1279,Divya Verma Solutions,Finance,India,Pune,400.0,2024-06-19,Events,80.36,9.0,29.0,12.0,3445.0,1172.6,3.0,5.333333333333333,23.933333333333334,Churned,Excellent (>4)
C1280,Aman Patel Systems,Healthcare,Singapore,Singapore,80.0,2024-04-06,Organic Search,278.6,6.0,160.0,84.0,11578.0,2001.1,7.0,5.0,33.5,Retained,Excellent (>4)
C1281,Farhan Das Group,Finance,India,Mumbai,12.0,2024-05-17,Partner,2098.6,6.0,17.0,4.0,6342.0,1384.6,2.0,3.0,47.95,Churned,Moderate (>2–3)
