CustomerID,CompanyName,Total_MRR,Total_Seats,Total_Logins,Total_ActiveUsers,Total_APICalls,High_Value_Flag,At_Risk_Flag,Account_Status
C1273,Ananya Menon Systems,818.36,9.0,175.0,83.0,33715.0,High Value,Not At Risk,High Value
C1274,Aadhya Khan Systems,342.28,10.0,31.0,9.0,1180.0,High Value,At Risk,High Value
C1275,Nikita Verma Technologies,1499.0,1.0,139.0,91.0,11043.0,High Value,Not At Risk,High Value
C1276,Myra Reddy Industries,246.76,4.0,55.0,31.0,4277.0,Regular,At Risk,At Risk
C1277,Kiara Gupta Industries,294.52,8.0,89.0,41.0,16519.0,High Value,Not At Risk,High Value
C1278,Meera Sharma Industries,72.52,7.0,30.0,16.0,7009.0,Regular,At Risk,At Risk
C1279,Divya Verma Solutions,80.36,9.0,29.0,12.0,3445.0,Regular,At Risk,At Risk
C1280,Aman Patel Systems,278.6,6.0,160.0,84.0,11578.0,Regular,Not At Risk,Regular
C1281,Farhan Das Group,2098.6,6.0,17.0,4.0,6342.0,High Value,At Risk,High Value
C1282,Nikita Menon Solutions,1978.68,5.0,11.0,7.0,333.0,High Value,At Risk,High Value
C1283,Kiara Nair Industries,84.28,10.0,109.0,48.0,33201.0,Regular,Not At Risk,Regular
C1284,Zoya Das Group,1978.68,5.0,23.0,16.0,567.0,High Value,At Risk,High Value
C1285,Isha Verma Solutions,778.44,8.0,44.0,13.0,25716.0,High Value,At Risk,High Value
C1286,Krishna Khan Solutions,326.36,9.0,108.0,64.0,15708.0,High Value,Not At Risk,High Value
C1287,Farhan Nair Industries,230.84,3.0,35.0,9.0,9304.0,Regular,At Risk,At Risk
C1288,Kiara Das Labs,1618.92,2.0,65.0,37.0,4303.0,High Value,At Risk,High Value
C1289,Karthik Patel Systems,262.68,5.0,99.0,53.0,18126.0,Regular,Not At Risk,Regular
C1290,Riya Singh Systems,2578.28,10.0,429.0,263.0,19734.0,High Value,Not At Risk,High Value
C1291,Diya Rao Systems,60.76,4.0,38.0,32.0,1083.0,Regular,At Risk,At Risk
C1292,Divya Sharma Technologies,262.68,5.0,148.0,94.0,7588.0,Regular,Not At Risk,Regular
C1293,Tara Joshi Systems,278.6,6.0,26.0,12.0,7099.0,Regular,At Risk,At Risk
C1294,Meera Singh Group,358.2,11.0,54.0,32.0,5014.0,High Value,At Risk,High Value
C1295,Aman Joshi Group,278.6,6.0,34.0,19.0,10257.0,Regular,At Risk,At Risk
C1296,Saanvi Khan Group,658.68,5.0,270.0,167.0,35849.0,High Value,Not At Risk,High Value
C1297,Naveen Sharma Technologies,698.6,6.0,249.0,129.0,21600.0,High Value,Not At Risk,High Value
C1298,Riya Menon Systems,56.84,3.0,86.0,52.0,33580.0,Regular,Not At Risk,Regular
C1299,Rahul Iyer Group,374.12,12.0,90.0,39.0,15257.0,High Value,Not At Risk,High Value
C1300,Krishna Sharma Solutions,278.6,6.0,380.0,229.0,34583.0,Regular,Not At Risk,Regular
C1301,Sanjay Verma Industries,230.84,3.0,11.0,2.0,6813.0,Regular,At Risk,At Risk
C1302,Ishaan Singh Industries,778.44,8.0,77.0,50.0,8309.0,High Value,At Risk,High Value
C1303,Farhan Khan Systems,72.52,7.0,114.0,56.0,25160.0,Regular,Not At Risk,Regular
C1304,Karthik Sharma Group,64.68,5.0,67.0,40.0,19245.0,Regular,At Risk,At Risk
C1305,Ananya Reddy Solutions,262.68,7.0,3.0,1.0,1195.0,Regular,At Risk,At Risk
C1306,Ananya Nair Systems,72.52,7.0,58.0,25.0,1996.0,Regular,At Risk,At Risk
C1307,Rahul Reddy Technologies,278.6,6.0,318.0,207.0,23183.0,Regular,Not At Risk,Regular
C1308,Naveen Gupta Labs,2458.36,9.0,20.0,9.0,8021.0,High Value,At Risk,High Value
C1309,Diya Gupta Labs,80.36,9.0,183.0,107.0,29738.0,Regular,Not At Risk,Regular
C1310,Riya Das Technologies,778.44,8.0,45.0,20.0,13369.0,High Value,At Risk,High Value
C1311,Kavya Rao Labs,64.68,5.0,9.0,3.0,3374.0,Regular,At Risk,At Risk
C1312,Saanvi Bose Labs,326.36,9.0,61.0,27.0,15900.0,High Value,At Risk,High Value
C1313,Krishna Joshi Solutions,1978.68,5.0,315.0,176.0,17519.0,High Value,Not At Risk,High Value
C1314,Isha Joshi Industries,310.44,8.0,328.0,181.0,27367.0,High Value,Not At Risk,High Value
C1315,Arjun Das Solutions,52.92,2.0,92.0,54.0,7901.0,Regular,Not At Risk,Regular
C1316,Deepak Reddy Group,342.28,10.0,56.0,24.0,23575.0,High Value,At Risk,High Value
C1317,Divya Patel Systems,326.36,9.0,29.0,15.0,6862.0,High Value,At Risk,High Value
C1318,Vihaan Sharma Labs,64.68,5.0,130.0,70.0,15540.0,Regular,Not At Risk,Regular
C1319,Divya Bose Group,294.52,6.0,59.0,32.0,7850.0,High Value,At Risk,High Value
C1320,Vihaan Nair Labs,326.36,9.0,108.0,63.0,8942.0,High Value,Not At Risk,High Value
C1321,Nikita Sharma Group,68.6,6.0,58.0,34.0,6043.0,Regular,At Risk,At Risk
C1322,Arjun Khan Systems,294.52,7.0,187.0,103.0,14926.0,High Value,Not At Risk,High Value
C1323,Pooja Verma Labs,68.6,6.0,119.0,71.0,25779.0,Regular,Not At Risk,Regular
C1324,Karthik Reddy Technologies,2458.36,9.0,464.0,281.0,27156.0,High Value,Not At Risk,High Value
C1325,Ishaan Reddy Group,2338.44,8.0,91.0,48.0,20107.0,High Value,Not At Risk,High Value
C1326,Naveen Sharma Labs,76.44,8.0,375.0,200.0,28413.0,Regular,Not At Risk,Regular
C1327,Nikita Menon Group,2098.6,6.0,281.0,180.0,35133.0,High Value,Not At Risk,High Value
C1328,Karthik Nair Labs,342.28,10.0,115.0,72.0,6444.0,High Value,Not At Risk,High Value
C1329,Kavya Das Group,76.44,8.0,23.0,8.0,12493.0,Regular,At Risk,At Risk
C1330,Ananya Sharma Group,538.92,2.0,61.0,25.0,21236.0,High Value,At Risk,High Value
C1331,Krishna Bose Industries,310.44,8.0,162.0,87.0,11401.0,High Value,Not At Risk,High Value
C1332,Diya Singh Labs,618.76,4.0,47.0,19.0,3926.0,High Value,At Risk,High Value
C1333,Aditya Nair Systems,278.6,6.0,156.0,88.0,10453.0,Regular,Not At Risk,Regular
C1334,Sai Menon Group,1978.68,5.0,0.0,0.0,0.0,High Value,At Risk,High Value
C1335,Karthik Rao Systems,778.44,8.0,371.0,225.0,32222.0,High Value,Not At Risk,High Value
C1336,Sai Reddy Industries,658.68,5.0,135.0,68.0,24018.0,High Value,Not At Risk,High Value
C1337,Rohan Patel Systems,230.84,3.0,24.0,7.0,8117.0,Regular,At Risk,At Risk
C1338,Aadhya Singh Systems,342.28,10.0,324.0,185.0,25562.0,High Value,Not At Risk,High Value
C1339,Nikita Iyer Group,278.6,6.0,199.0,117.0,39221.0,Regular,Not At Risk,Regular
C1340,Zoya Joshi Technologies,88.2,11.0,167.0,105.0,12606.0,Regular,Not At Risk,Regular
C1341,Isha Singh Group,2218.52,7.0,343.0,184.0,22093.0,High Value,Not At Risk,High Value
C1342,Divya Joshi Systems,76.44,8.0,133.0,75.0,30750.0,Regular,Not At Risk,Regular
C1343,Isha Iyer Technologies,72.52,7.0,6.0,2.0,646.0,Regular,At Risk,At Risk
C1344,Naveen Verma Technologies,262.68,5.0,327.0,180.0,19815.0,Regular,Not At Risk,Regular
C1345,Rahul Gupta Group,294.52,5.0,260.0,129.0,7106.0,High Value,Not At Risk,High Value
C1346,Krishna Sharma Group,326.36,9.0,56.0,45.0,2600.0,High Value,At Risk,High Value
C1347,Deepak Khan Solutions,72.52,7.0,260.0,134.0,19501.0,Regular,Not At Risk,Regular
C1348,Aditya Menon Labs,618.76,4.0,91.0,48.0,17783.0,High Value,Not At Risk,High Value
C1349,Krishna Joshi Systems,2458.36,9.0,77.0,45.0,13157.0,High Value,At Risk,High Value
C1350,Deepak Gupta Labs,1978.68,5.0,340.0,198.0,13178.0,High Value,Not At Risk,High Value
C1351,Priya Gupta Systems,76.44,8.0,100.0,50.0,25714.0,Regular,Not At Risk,Regular
C1352,Aditya Patel Industries,2578.28,10.0,95.0,60.0,9294.0,High Value,Not At Risk,High Value
C1353,Farhan Gupta Labs,68.6,6.0,0.0,0.0,0.0,Regular,At Risk,At Risk
C1354,Vivaan Reddy Group,99.96,14.0,378.0,185.0,28945.0,Regular,Not At Risk,Regular
C1355,Nikita Reddy Technologies,294.52,11.0,26.0,12.0,549.0,High Value,At Risk,High Value
C1356,Divya Joshi Industries,618.76,4.0,91.0,51.0,15046.0,High Value,Not At Risk,High Value
C1357,Saanvi Menon Labs,262.68,5.0,233.0,134.0,27064.0,Regular,Not At Risk,Regular
C1358,Diya Das Systems,64.68,5.0,179.0,92.0,15750.0,Regular,Not At Risk,Regular
C1359,Aman Rao Group,658.68,5.0,0.0,0.0,0.0,High Value,At Risk,High Value
C1360,Deepak Gupta Group,60.76,4.0,31.0,15.0,4024.0,Regular,At Risk,At Risk
C1361,Meera Khan Systems,658.68,5.0,57.0,21.0,2829.0,High Value,At Risk,High Value
C1362,Aditya Patel Solutions,64.68,5.0,272.0,136.0,26479.0,Regular,Not At Risk,Regular
C1363,Pooja Gupta Group,310.44,8.0,34.0,16.0,5301.0,High Value,At Risk,High Value
C1364,Aarav Bose Labs,1978.68,5.0,159.0,78.0,8615.0,High Value,Not At Risk,High Value
C1365,Diya Joshi Industries,778.44,8.0,141.0,81.0,9231.0,High Value,Not At Risk,High Value
C1366,Kavya Verma Labs,278.6,6.0,107.0,59.0,7097.0,Regular,Not At Risk,Regular
C1367,Kiara Gupta Industries,76.44,8.0,30.0,19.0,1044.0,Regular,At Risk,At Risk
C1368,Priya Singh Solutions,52.92,2.0,59.0,31.0,3218.0,Regular,At Risk,At Risk
C1369,Meera Reddy Industries,2098.6,6.0,39.0,27.0,1702.0,High Value,At Risk,High Value
C1370,Arun Joshi Group,658.68,5.0,117.0,56.0,20215.0,High Value,Not At Risk,High Value
C1371,Nikita Singh Technologies,262.68,5.0,213.0,114.0,11450.0,Regular,Not At Risk,Regular
C1372,Isha Joshi Group,294.52,7.0,135.0,68.0,10411.0,High Value,Not At Risk,High Value
C1373,Naveen Patel Group,60.76,4.0,259.0,145.0,17279.0,Regular,Not At Risk,Regular
C1374,Ananya Joshi Industries,778.44,8.0,182.0,89.0,16074.0,High Value,Not At Risk,High Value
C1375,Tara Bose Group,68.6,6.0,65.0,32.0,14998.0,Regular,At Risk,At Risk
C1376,Vivaan Khan Systems,310.44,8.0,390.0,237.0,18075.0,High Value,Not At Risk,High Value
C1377,Zoya Bose Technologies,698.6,6.0,61.0,28.0,5568.0,High Value,At Risk,High Value
C1378,Sneha Reddy Solutions,383.20000000000005,12.0,23.0,7.0,12094.0,High Value,At Risk,High Value
C1379,Pooja Rao Labs,60.76,4.0,153.0,91.0,17385.0,Regular,Not At Risk,Regular
C1380,Ishaan Reddy Labs,1618.92,2.0,98.0,56.0,4795.0,High Value,Not At Risk,High Value
C1381,Diya Nair Systems,2218.52,7.0,122.0,75.0,19174.0,High Value,Not At Risk,High Value
C1382,Sai Singh Systems,68.6,6.0,57.0,41.0,2293.0,Regular,At Risk,At Risk
C1383,Myra Patel Solutions,92.12,12.0,15.0,7.0,4430.0,Regular,At Risk,At Risk
C1384,Arjun Joshi Technologies,2098.6,6.0,61.0,37.0,10271.0,High Value,At Risk,High Value
C1385,Vihaan Das Group,2218.52,7.0,3.0,1.0,3759.0,High Value,At Risk,High Value
C1386,Naveen Singh Technologies,72.52,7.0,383.0,202.0,37376.0,Regular,Not At Risk,Regular
C1387,Arun Nair Solutions,310.44,8.0,198.0,120.0,8754.0,High Value,Not At Risk,High Value
C1388,Sai Bose Group,310.44,8.0,205.0,105.0,19246.0,High Value,Not At Risk,High Value
C1389,Meera Sharma Industries,738.52,7.0,137.0,66.0,14494.0,High Value,Not At Risk,High Value
C1390,Rahul Reddy Labs,278.6,6.0,18.0,5.0,2927.0,Regular,At Risk,At Risk
C1391,Nikita Verma Industries,68.6,6.0,30.0,13.0,17849.0,Regular,At Risk,At Risk
C1392,Ananya Rao Industries,64.68,5.0,390.0,239.0,20619.0,Regular,Not At Risk,Regular
C1393,Sneha Bose Technologies,278.6,6.0,335.0,183.0,12121.0,Regular,Not At Risk,Regular
C1394,Sai Menon Group,278.6,6.0,269.0,143.0,21963.0,Regular,Not At Risk,Regular
C1395,Deepak Patel Labs,3177.88,15.0,24.0,15.0,1661.0,High Value,At Risk,High Value
C1396,Sai Joshi Systems,326.36,9.0,67.0,31.0,4077.0,High Value,At Risk,High Value
C1397,Divya Reddy Group,938.12,12.0,13.0,8.0,16.0,High Value,At Risk,High Value
C1398,Zoya Rao Group,326.36,9.0,41.0,15.0,9588.0,High Value,At Risk,High Value
C1399,Aman Patel Technologies,658.68,5.0,82.0,54.0,6783.0,High Value,Not At Risk,High Value
C1400,Arjun Bose Solutions,294.52,7.0,32.0,21.0,5950.0,High Value,At Risk,High Value
C1401,Naveen Gupta Solutions,342.28,10.0,27.0,10.0,3975.0,High Value,At Risk,High Value
C1402,Rohan Reddy Industries,262.68,5.0,13.0,10.0,849.0,Regular,At Risk,At Risk
C1403,Sai Khan Labs,278.6,6.0,81.0,58.0,4055.0,Regular,At Risk,At Risk
C1404,Rahul Nair Labs,778.44,8.0,97.0,62.0,21353.0,High Value,Not At Risk,High Value
C1405,Deepak Gupta Labs,246.76,4.0,40.0,26.0,5040.0,Regular,At Risk,At Risk
C1406,Vihaan Joshi Group,278.6,6.0,56.0,28.0,6046.0,Regular,At Risk,At Risk
C1407,Meera Gupta Labs,738.52,7.0,58.0,37.0,5500.0,High Value,At Risk,High Value
C1408,Aarav Reddy Labs,68.6,6.0,115.0,63.0,18026.0,Regular,Not At Risk,Regular
C1409,Saanvi Iyer Industries,68.6,6.0,77.0,46.0,6868.0,Regular,At Risk,At Risk
C1410,Isha Khan Technologies,326.36,9.0,62.0,37.0,1973.0,High Value,At Risk,High Value
C1411,Saanvi Verma Technologies,262.68,5.0,0.0,0.0,0.0,Regular,At Risk,At Risk
C1412,Farhan Verma Solutions,2534.8,17.0,38.0,19.0,6903.0,High Value,At Risk,High Value
C1413,Kiara Joshi Solutions,246.76,4.0,113.0,57.0,20979.0,Regular,Not At Risk,Regular
C1414,Zoya Joshi Solutions,326.36,9.0,78.0,43.0,4052.0,High Value,At Risk,High Value
C1415,Sneha Rao Group,778.44,8.0,92.0,51.0,16485.0,High Value,Not At Risk,High Value
C1416,Sneha Sharma Systems,658.68,5.0,410.0,204.0,34294.0,High Value,Not At Risk,High Value
C1417,Naveen Patel Technologies,326.36,9.0,15.0,5.0,4770.0,High Value,At Risk,High Value
C1418,Naveen Patel Technologies,326.36,9.0,96.0,55.0,16747.0,High Value,Not At Risk,High Value
C1419,Diya Nair Industries,294.52,7.0,33.0,22.0,2478.0,High Value,At Risk,High Value
C1420,Arun Gupta Technologies,278.6,6.0,120.0,59.0,24182.0,Regular,Not At Risk,Regular
