CustomerID,CompanyName,Total_MRR,Total_Seats,Total_Logins,Average_ActiveUsers,Total_SessionMinutes,Total_APICalls,Ticket_Count,Average_Satisfaction,Low_Login_Risk,Low_ActiveUser_Risk,Low_Session_Risk,High_Ticket_Risk,Low_Satisfaction_Risk,Risk_Score,Risk_Level,Risk_Rank
C1172,Reyansh Menon Industries,818.36,9.0,23.0,5.0,209.9,2296.0,0.0,0.0,1,0,1,0,0,4,Medium Risk,193
C1259,Priya Reddy Systems,778.44,8.0,65.0,15.333333333333334,845.8,2354.0,1.0,6.0,1,0,1,0,0,4,Medium Risk,194
C1365,Diya Joshi Industries,778.44,8.0,141.0,11.571428571428571,2000.6,9231.0,1.0,1.0,0,0,1,0,1,4,Medium Risk,195
C1232,Rohan Bose Systems,738.52,7.0,36.0,7.0,1080.1,4919.0,2.0,7.0,1,0,1,0,0,4,Medium Risk,196
C1407,Meera Gupta Labs,738.52,7.0,58.0,12.333333333333334,712.9,5500.0,2.0,6.5,1,0,1,0,0,4,Medium Risk,197
C1029,Sai Khan Technologies,698.6,6.0,81.0,2.9166666666666665,3177.8,14593.0,6.0,6.333333333333333,1,1,0,1,0,4,Medium Risk,198
C1399,Aman Patel Technologies,658.68,5.0,82.0,5.4,1484.0,6783.0,1.0,4.0,0,0,1,0,1,4,Medium Risk,199
C1131,Aditya Menon Industries,525.36,10.0,129.0,3.0952380952380953,4145.5,23099.0,4.0,4.75,0,1,0,1,1,4,Medium Risk,200
C1320,Vihaan Nair Labs,326.36,9.0,108.0,7.875,1037.3,8942.0,1.0,3.0,0,0,1,0,1,4,Medium Risk,201
C1254,Rohan Nair Technologies,310.44,8.0,164.0,4.238095238095238,4801.8,25481.0,4.0,5.0,0,1,0,1,1,4,Medium Risk,202
C1046,Tara Patel Industries,294.52,3.0,35.0,0.625,2652.6,12343.0,6.0,5.833333333333333,1,1,0,1,0,4,Medium Risk,203
C1089,Reyansh Bose Solutions,294.52,9.0,22.0,1.125,2563.9,9825.0,4.0,7.5,1,1,0,1,0,4,Medium Risk,204
C1110,Tara Sharma Solutions,294.52,7.0,70.0,6.166666666666667,1803.8,7955.0,1.0,7.0,1,0,1,0,0,4,Medium Risk,205
C1185,Zoya Rao Labs,294.52,7.0,53.0,5.4,1016.2,6286.0,3.0,6.0,1,0,1,0,0,4,Medium Risk,206
C1269,Aadhya Patel Solutions,294.52,7.0,84.0,3.6666666666666665,2310.9,8242.0,4.0,4.0,0,1,0,1,1,4,Medium Risk,207
C1270,Farhan Menon Group,294.52,7.0,114.0,9.857142857142858,1771.6,7061.0,3.0,4.333333333333333,0,0,1,0,1,4,Medium Risk,208
C1271,Myra Gupta Industries,294.52,7.0,18.0,14.0,424.2,5502.0,1.0,6.0,1,0,1,0,0,4,Medium Risk,209
C1400,Arjun Bose Solutions,294.52,7.0,32.0,7.0,891.9,5950.0,2.0,8.0,1,0,1,0,0,4,Medium Risk,210
C1419,Diya Nair Industries,294.52,7.0,33.0,11.0,372.9,2478.0,1.0,8.0,1,0,1,0,0,4,Medium Risk,211
C1141,Ananya Joshi Industries,278.6,6.0,136.0,3.0869565217391304,6789.9,28450.0,4.0,4.0,0,1,0,1,1,4,Medium Risk,212
C1167,Aarav Patel Labs,278.6,6.0,66.0,1.2380952380952381,4928.8,26818.0,4.0,6.75,1,1,0,1,0,4,Medium Risk,213
C1402,Rohan Reddy Industries,262.68,5.0,13.0,10.0,74.1,849.0,3.0,6.666666666666667,1,0,1,0,0,4,Medium Risk,214
C1024,Vivaan Verma Solutions,246.76,4.0,47.0,7.333333333333333,770.4000000000001,1144.0,2.0,5.5,1,0,1,0,0,4,Medium Risk,215
C1213,Nikita Verma Labs,214.92,2.0,17.0,6.5,435.3,826.0,1.0,6.0,1,0,1,0,0,4,Medium Risk,216
C1143,Reyansh Menon Solutions,88.2,11.0,98.0,3.25,2354.3,10005.0,4.0,4.5,0,1,0,1,1,4,Medium Risk,217
C1047,Rohan Das Technologies,80.36,9.0,140.0,10.285714285714286,1636.1999999999998,7995.0,1.0,5.0,0,0,1,0,1,4,Medium Risk,218
C1077,Krishna Nair Industries,80.36,9.0,64.0,3.5,2317.6,21829.0,4.0,7.5,1,1,0,1,0,4,Medium Risk,219
C1078,Rohan Patel Group,76.44,8.0,32.0,1.3,2280.5,12136.0,8.0,6.0,1,1,0,1,0,4,Medium Risk,220
C1351,Priya Gupta Systems,76.44,8.0,100.0,2.380952380952381,4817.0,25714.0,5.0,5.4,0,1,0,1,1,4,Medium Risk,221
C1303,Farhan Khan Systems,72.52,7.0,114.0,3.2941176470588234,3768.5,25160.0,7.0,4.857142857142857,0,1,0,1,1,4,Medium Risk,222
C1180,Rahul Menon Labs,68.6,6.0,142.0,8.545454545454545,1991.9,8996.0,1.0,1.0,0,0,1,0,1,4,Medium Risk,223
C1382,Sai Singh Systems,68.6,6.0,57.0,10.25,824.7,2293.0,1.0,8.0,1,0,1,0,0,4,Medium Risk,224
C1022,Rahul Singh Technologies,64.68,5.0,44.0,1.0625,3823.9,22354.0,8.0,6.125,1,1,0,1,0,4,Medium Risk,225
C1368,Priya Singh Solutions,52.92,2.0,59.0,7.75,802.4,3218.0,3.0,7.333333333333333,1,0,1,0,0,4,Medium Risk,226
C1195,Aman Gupta Labs,2578.28,10.0,224.0,6.0,4668.9,20385.0,5.0,5.2,0,0,0,1,1,3,Medium Risk,227
C1324,Karthik Reddy Technologies,2458.36,9.0,464.0,12.217391304347826,6137.2,27156.0,4.0,4.75,0,0,0,1,1,3,Medium Risk,228
C1018,Myra Khan Systems,2098.6,6.0,87.0,5.3,2759.6,7947.0,6.0,4.333333333333333,0,0,0,1,1,3,Medium Risk,229
C1252,Meera Sharma Industries,2098.6,6.0,125.0,3.2222222222222223,2571.1,11778.0,3.0,4.0,0,1,0,0,1,3,Medium Risk,230
C1327,Nikita Menon Group,2098.6,6.0,281.0,7.5,6907.5,35133.0,5.0,5.4,0,0,0,1,1,3,Medium Risk,231
C1256,Sai Gupta Technologies,1978.68,5.0,102.0,5.3,2675.6,12317.0,4.0,4.75,0,0,0,1,1,3,Medium Risk,232
C1364,Aarav Bose Labs,1978.68,5.0,159.0,6.0,2988.5,8615.0,4.0,4.5,0,0,0,1,1,3,Medium Risk,233
C1217,Sai Iyer Industries,1858.76,4.0,159.0,7.916666666666667,2178.9,10986.0,5.0,5.2,0,0,0,1,1,3,Medium Risk,234
C1380,Ishaan Reddy Labs,1618.92,2.0,98.0,8.0,1041.8,4795.0,4.0,6.25,0,0,1,1,0,3,Medium Risk,235
C1224,Isha Patel Technologies,898.2,11.0,44.0,1.9090909090909092,2557.0,11157.0,0.0,0.0,1,1,0,0,0,3,Medium Risk,236
C1251,Diya Khan Group,818.36,9.0,173.0,4.636363636363637,5475.3,21096.0,3.0,5.0,0,1,0,0,1,3,Medium Risk,237
C1273,Ananya Menon Systems,818.36,9.0,175.0,3.772727272727273,5628.7,33715.0,2.0,4.5,0,1,0,0,1,3,Medium Risk,238
C1188,Tara Rao Industries,778.44,8.0,389.0,13.61111111111111,4804.6,35150.0,4.0,5.0,0,0,0,1,1,3,Medium Risk,239
C1205,Isha Joshi Labs,778.44,8.0,87.0,3.9166666666666665,2022.0,9564.0,1.0,6.0,0,1,1,0,0,3,Medium Risk,240
C1285,Isha Verma Solutions,778.44,8.0,44.0,0.65,5267.7,25716.0,2.0,5.5,1,1,0,0,0,3,Medium Risk,241
C1335,Karthik Rao Systems,778.44,8.0,371.0,13.235294117647058,3873.7,32222.0,4.0,4.75,0,0,0,1,1,3,Medium Risk,242
C1415,Sneha Rao Group,778.44,8.0,92.0,4.636363636363637,2493.7,16485.0,3.0,4.333333333333333,0,1,0,0,1,3,Medium Risk,243
C1132,Sneha Khan Solutions,775.04,14.0,37.0,1.0769230769230769,2167.1,9322.0,0.0,0.0,1,1,0,0,0,3,Medium Risk,244
C1264,Aarav Nair Solutions,698.6,6.0,120.0,9.666666666666666,1495.0,5937.0,5.0,6.4,0,0,1,1,0,3,Medium Risk,245
C1093,Aarav Joshi Technologies,658.68,5.0,263.0,7.95,5688.2,32589.0,5.0,5.4,0,0,0,1,1,3,Medium Risk,246
C1220,Diya Rao Solutions,658.68,5.0,261.0,6.478260869565218,5894.0,32557.0,5.0,4.6,0,0,0,1,1,3,Medium Risk,247
C1336,Sai Reddy Industries,658.68,5.0,135.0,3.5789473684210527,4746.2,24018.0,1.0,2.0,0,1,0,0,1,3,Medium Risk,248
C1416,Sneha Sharma Systems,658.68,5.0,410.0,8.5,6123.9,34294.0,4.0,3.75,0,0,0,1,1,3,Medium Risk,249
C1356,Divya Joshi Industries,618.76,4.0,91.0,4.636363636363637,2665.6,15046.0,2.0,5.0,0,1,0,0,1,3,Medium Risk,250
C1033,Arun Sharma Industries,342.28,10.0,146.0,6.642857142857143,3730.3,18744.0,5.0,5.4,0,0,0,1,1,3,Medium Risk,251
C1137,Arun Verma Labs,342.28,10.0,110.0,7.75,1366.6,8261.0,6.0,5.5,0,0,1,1,0,3,Medium Risk,252
C1190,Myra Joshi Solutions,342.28,10.0,53.0,0.782608695652174,5894.7,24468.0,1.0,9.0,1,1,0,0,0,3,Medium Risk,253
C1328,Karthik Nair Labs,342.28,10.0,115.0,6.0,2256.3,6444.0,4.0,3.75,0,0,0,1,1,3,Medium Risk,254
C1071,Arjun Patel Labs,326.36,9.0,82.0,10.25,969.3,7361.0,4.0,6.0,0,0,1,1,0,3,Medium Risk,255
C1418,Naveen Patel Technologies,326.36,9.0,96.0,4.230769230769231,3222.6,16747.0,1.0,2.0,0,1,0,0,1,3,Medium Risk,256
C1053,Sanjay Joshi Group,310.44,8.0,84.0,2.8666666666666667,2017.3999999999999,8093.0,2.0,6.5,0,1,1,0,0,3,Medium Risk,257
C1088,Reyansh Das Technologies,310.44,8.0,65.0,1.631578947368421,4372.1,25835.0,3.0,6.333333333333333,1,1,0,0,0,3,Medium Risk,258
C1028,Ananya Gupta Solutions,294.52,7.0,206.0,6.473684210526316,3007.7,14811.0,4.0,5.0,0,0,0,1,1,3,Medium Risk,259
C1101,Zoya Bose Industries,294.52,7.0,166.0,3.739130434782609,5621.4,20407.0,2.0,4.0,0,1,0,0,1,3,Medium Risk,260
C1136,Deepak Bose Group,294.52,7.0,47.0,2.7777777777777777,2207.4,12966.0,0.0,0.0,1,1,0,0,0,3,Medium Risk,261
C1146,Priya Iyer Technologies,294.52,7.0,132.0,2.8333333333333335,5860.7,24680.0,2.0,3.5,0,1,0,0,1,3,Medium Risk,262
C1127,Divya Gupta Labs,278.6,6.0,173.0,9.1,2411.2,17903.0,6.0,4.166666666666667,0,0,0,1,1,3,Medium Risk,263
C1163,Meera Menon Industries,278.6,6.0,89.0,2.8125,3983.4,24521.0,3.0,4.0,0,1,0,0,1,3,Medium Risk,264
C1339,Nikita Iyer Group,278.6,6.0,199.0,5.086956521739131,5427.7,39221.0,5.0,4.0,0,0,0,1,1,3,Medium Risk,265
C1366,Kavya Verma Labs,278.6,6.0,107.0,8.428571428571429,2152.4,7097.0,6.0,5.666666666666667,0,0,1,1,0,3,Medium Risk,266
C1011,Rohan Iyer Solutions,262.68,5.0,96.0,2.4,5213.3,22182.0,2.0,4.5,0,1,0,0,1,3,Medium Risk,267
C1051,Priya Gupta Labs,262.68,5.0,92.0,10.4,1286.3,4768.0,5.0,7.2,0,0,1,1,0,3,Medium Risk,268
C1289,Karthik Patel Systems,262.68,5.0,99.0,2.3043478260869565,5878.4,18126.0,2.0,5.0,0,1,0,0,1,3,Medium Risk,269
C1337,Rohan Patel Systems,230.84,3.0,24.0,0.5833333333333334,2377.6,8117.0,0.0,0.0,1,1,0,0,0,3,Medium Risk,270
C1126,Sneha Iyer Group,96.04,13.0,198.0,8.733333333333333,4027.4,18920.0,4.0,5.25,0,0,0,1,1,3,Medium Risk,271
C1123,Vihaan Joshi Solutions,92.12,12.0,103.0,8.0,2245.8,8648.0,5.0,5.0,0,0,0,1,1,3,Medium Risk,272
C1125,Kiara Verma Systems,88.2,11.0,171.0,6.928571428571429,1938.2,12809.0,5.0,5.6,0,0,1,1,0,3,Medium Risk,273
C1197,Sanjay Menon Industries,88.2,11.0,86.0,5.444444444444445,2455.6,19714.0,6.0,5.333333333333333,0,0,0,1,1,3,Medium Risk,274
C1238,Tara Gupta Technologies,88.2,11.0,138.0,3.7,3540.7,15363.0,2.0,4.0,0,1,0,0,1,3,Medium Risk,275
C1073,Vivaan Menon Group,84.28,10.0,150.0,5.0588235294117645,4698.9,29996.0,4.0,3.25,0,0,0,1,1,3,Medium Risk,276
C1283,Kiara Nair Industries,84.28,10.0,109.0,2.2857142857142856,5185.6,33201.0,1.0,3.0,0,1,0,0,1,3,Medium Risk,277
C1221,Rahul Gupta Solutions,80.36,9.0,108.0,3.5,1797.4,15668.0,3.0,6.333333333333333,0,1,1,0,0,3,Medium Risk,278
C1021,Vivaan Singh Systems,76.44,8.0,264.0,7.4,4930.3,22493.0,4.0,4.75,0,0,0,1,1,3,Medium Risk,279
C1216,Nikita Khan Systems,76.44,8.0,93.0,2.823529411764706,4497.7,20645.0,3.0,5.333333333333333,0,1,0,0,1,3,Medium Risk,280
C1095,Aarav Das Industries,72.52,7.0,170.0,4.0,5224.7,25465.0,2.0,2.0,0,1,0,0,1,3,Medium Risk,281
C1112,Aarav Singh Labs,72.52,7.0,197.0,7.1875,2097.6,12639.0,7.0,6.0,0,0,1,1,0,3,Medium Risk,282
C1165,Arjun Das Solutions,72.52,7.0,153.0,9.3,2518.4,13464.0,5.0,5.4,0,0,0,1,1,3,Medium Risk,283
C1177,Isha Gupta Group,72.52,7.0,245.0,11.142857142857142,4081.4,17908.0,5.0,5.2,0,0,0,1,1,3,Medium Risk,284
C1229,Farhan Verma Technologies,72.52,7.0,82.0,4.454545454545454,2735.7,18424.0,2.0,1.5,0,1,0,0,1,3,Medium Risk,285
C1386,Naveen Singh Technologies,72.52,7.0,383.0,8.416666666666666,6491.4,37376.0,6.0,5.333333333333333,0,0,0,1,1,3,Medium Risk,286
C1139,Arjun Menon Group,68.6,6.0,211.0,6.0,4953.2,33461.0,4.0,5.25,0,0,0,1,1,3,Medium Risk,287
C1145,Pooja Reddy Solutions,68.6,6.0,313.0,7.681818181818182,6105.9,23925.0,5.0,5.0,0,0,0,1,1,3,Medium Risk,288
C1408,Aarav Reddy Labs,68.6,6.0,115.0,4.2,3963.7,18026.0,3.0,5.333333333333333,0,1,0,0,1,3,Medium Risk,289
C1362,Aditya Patel Solutions,64.68,5.0,272.0,6.181818181818182,5805.2,26479.0,6.0,3.3333333333333335,0,0,0,1,1,3,Medium Risk,290
C1103,Pooja Menon Group,3057.96,14.0,205.0,7.055555555555555,4535.4,19629.0,2.0,5.0,0,0,0,0,1,2,Low Risk,291
C1144,Aditya Sharma Technologies,2698.2,11.0,216.0,10.916666666666666,3397.3,22209.0,3.0,5.0,0,0,0,0,1,2,Low Risk,292
C1094,Isha Nair Solutions,1858.76,4.0,377.0,9.363636363636363,5469.5,34990.0,2.0,5.0,0,0,0,0,1,2,Low Risk,293
C1006,Sanjay Reddy Labs,1618.92,2.0,86.0,12.75,778.2,8815.0,3.0,6.0,0,0,1,0,0,2,Low Risk,294
C1065,Priya Verma Systems,898.2,11.0,90.0,3.1333333333333333,4097.7,19830.0,4.0,6.25,0,1,0,1,0,2,Low Risk,295
C1184,Meera Verma Group,818.36,9.0,192.0,4.714285714285714,5320.3,21884.0,2.0,3.5,0,0,0,0,1,2,Low Risk,296
C1248,Farhan Bose Solutions,738.52,7.0,118.0,8.666666666666666,2053.2,4751.0,2.0,5.5,0,0,1,0,0,2,Low Risk,297
C1389,Meera Sharma Industries,738.52,7.0,137.0,5.5,2479.7,14494.0,2.0,3.5,0,0,0,0,1,2,Low Risk,298
C1043,Aadhya Khan Systems,698.6,6.0,173.0,5.5,3300.2,13399.0,2.0,4.0,0,0,0,0,1,2,Low Risk,299
C1059,Myra Verma Labs,658.68,5.0,113.0,11.833333333333334,1587.3,4999.0,2.0,6.5,0,0,1,0,0,2,Low Risk,300
C1005,Tara Joshi Systems,618.76,4.0,133.0,4.6923076923076925,2102.0,13232.0,3.0,6.0,0,0,1,0,0,2,Low Risk,301
C1085,Aditya Reddy Group,618.76,4.0,109.0,7.5,1269.1000000000001,5745.0,2.0,8.0,0,0,1,0,0,2,Low Risk,302
C1237,Arun Rao Systems,358.2,11.0,147.0,11.5,1407.9,4833.0,3.0,7.333333333333333,0,0,1,0,0,2,Low Risk,303
C1040,Reyansh Nair Labs,326.36,9.0,92.0,4.545454545454546,2545.6,17865.0,4.0,5.75,0,1,0,1,0,2,Low Risk,304
C1178,Isha Menon Solutions,326.36,9.0,360.0,10.789473684210526,4765.1,24438.0,2.0,4.5,0,0,0,0,1,2,Low Risk,305
C1207,Sneha Gupta Technologies,310.44,8.0,373.0,8.857142857142858,5186.3,29308.0,3.0,5.0,0,0,0,0,1,2,Low Risk,306
C1388,Sai Bose Group,310.44,8.0,205.0,5.526315789473684,4486.2,19246.0,1.0,3.0,0,0,0,0,1,2,Low Risk,307
C1372,Isha Joshi Group,294.52,7.0,135.0,11.333333333333334,1409.4,10411.0,3.0,5.666666666666667,0,0,1,0,0,2,Low Risk,308
C1001,Ishaan Joshi Systems,278.6,6.0,148.0,4.5,2241.4,10276.0,4.0,6.5,0,1,0,1,0,2,Low Risk,309
C1003,Zoya Das Systems,278.6,6.0,187.0,7.25,4734.2,19771.0,3.0,3.0,0,0,0,0,1,2,Low Risk,310
C1223,Vihaan Joshi Industries,278.6,6.0,99.0,12.2,1334.6999999999998,5520.0,2.0,7.5,0,0,1,0,0,2,Low Risk,311
C1394,Sai Menon Group,278.6,6.0,269.0,7.15,4565.3,21963.0,3.0,4.0,0,0,0,0,1,2,Low Risk,312
C1147,Vivaan Khan Technologies,262.68,5.0,173.0,6.071428571428571,3993.0,13087.0,2.0,4.5,0,0,0,0,1,2,Low Risk,313
C1135,Nikita Menon Solutions,246.76,4.0,159.0,6.785714285714286,3275.8,18102.0,3.0,4.666666666666667,0,0,0,0,1,2,Low Risk,314
C1164,Saanvi Menon Systems,80.36,9.0,255.0,9.266666666666667,3747.0,27508.0,3.0,4.666666666666667,0,0,0,0,1,2,Low Risk,315
C1326,Naveen Sharma Labs,76.44,8.0,375.0,9.090909090909092,5655.7,28413.0,1.0,4.0,0,0,0,0,1,2,Low Risk,316
C1342,Divya Joshi Systems,76.44,8.0,133.0,3.75,5193.0,30750.0,4.0,6.5,0,1,0,1,0,2,Low Risk,317
C1243,Aditya Patel Solutions,64.68,5.0,247.0,11.23076923076923,3747.0,5532.0,2.0,5.0,0,0,0,0,1,2,Low Risk,318
C1392,Ananya Rao Industries,64.68,5.0,390.0,11.380952380952381,4813.3,20619.0,2.0,4.5,0,0,0,0,1,2,Low Risk,319
C1373,Naveen Patel Group,60.76,4.0,259.0,9.0625,3595.6,17279.0,1.0,5.0,0,0,0,0,1,2,Low Risk,320
C1175,Pooja Bose Solutions,56.84,3.0,103.0,2.35,4691.6,22317.0,7.0,5.714285714285714,0,1,0,1,0,2,Low Risk,321
C1298,Riya Menon Systems,56.84,3.0,86.0,2.4761904761904763,5773.7,33580.0,4.0,6.5,0,1,0,1,0,2,Low Risk,322
C1315,Arjun Das Solutions,52.92,2.0,92.0,9.0,1652.9,7901.0,1.0,6.0,0,0,1,0,0,2,Low Risk,323
C1290,Riya Singh Systems,2578.28,10.0,429.0,13.15,5312.5,19734.0,4.0,7.25,0,0,0,1,0,1,Low Risk,324
C1352,Aditya Patel Industries,2578.28,10.0,95.0,6.0,2619.7,9294.0,4.0,6.0,0,0,0,1,0,1,Low Risk,325
C1156,Diya Sharma Technologies,2218.52,7.0,85.0,4.6,2974.4,12133.0,2.0,6.5,0,1,0,0,0,1,Low Risk,326
C1198,Ananya Sharma Labs,2218.52,7.0,377.0,8.523809523809524,5368.0,28182.0,6.0,6.5,0,0,0,1,0,1,Low Risk,327
C1341,Isha Singh Group,2218.52,7.0,343.0,8.363636363636363,5804.1,22093.0,4.0,5.5,0,0,0,1,0,1,Low Risk,328
C1381,Diya Nair Systems,2218.52,7.0,122.0,3.75,3539.7,19174.0,3.0,6.666666666666667,0,1,0,0,0,1,Low Risk,329
C1009,Rohan Patel Technologies,2098.6,6.0,220.0,6.444444444444445,4973.4,10535.0,4.0,5.75,0,0,0,1,0,1,Low Risk,330
C1155,Naveen Verma Technologies,2098.6,6.0,97.0,2.875,4323.0,21903.0,3.0,6.666666666666667,0,1,0,0,0,1,Low Risk,331
C1035,Arjun Gupta Industries,1978.68,5.0,171.0,5.105263157894737,5400.6,28076.0,7.0,5.571428571428571,0,0,0,1,0,1,Low Risk,332
C1250,Sai Rao Industries,1978.68,5.0,149.0,6.166666666666667,3044.2,15122.0,5.0,5.6,0,0,0,1,0,1,Low Risk,333
C1313,Krishna Joshi Solutions,1978.68,5.0,315.0,9.263157894736842,5072.7,17519.0,9.0,6.0,0,0,0,1,0,1,Low Risk,334
C1350,Deepak Gupta Labs,1978.68,5.0,340.0,11.0,5130.8,13178.0,4.0,5.5,0,0,0,1,0,1,Low Risk,335
C1050,Arun Khan Solutions,1825.3600000000001,10.0,101.0,4.636363636363637,2242.5,7638.0,3.0,6.0,0,1,0,0,0,1,Low Risk,336
C1230,Ishaan Patel Industries,1009.04,14.0,87.0,2.588235294117647,2902.1,15356.0,3.0,6.666666666666667,0,1,0,0,0,1,Low Risk,337
C1260,Meera Iyer Technologies,818.36,7.0,191.0,5.315789473684211,5048.2,27285.0,4.0,6.25,0,0,0,1,0,1,Low Risk,338
C1404,Rahul Nair Labs,778.44,8.0,97.0,6.2,2800.1,21353.0,4.0,6.5,0,0,0,1,0,1,Low Risk,339
C1186,Diya Rao Technologies,738.52,7.0,104.0,3.933333333333333,3798.4,22089.0,3.0,6.0,0,1,0,0,0,1,Low Risk,340
C1206,Zoya Gupta Group,738.52,7.0,349.0,9.476190476190476,5245.900000000001,30924.0,9.0,5.666666666666667,0,0,0,1,0,1,Low Risk,341
C1249,Ananya Singh Solutions,698.6,6.0,287.0,7.0476190476190474,5274.0,28405.0,4.0,5.5,0,0,0,1,0,1,Low Risk,342
C1297,Naveen Sharma Technologies,698.6,6.0,249.0,8.0625,3892.8,21600.0,5.0,5.6,0,0,0,1,0,1,Low Risk,343
C1007,Sai Das Technologies,658.68,5.0,117.0,2.909090909090909,5778.9,25511.0,2.0,8.5,0,1,0,0,0,1,Low Risk,344
C1296,Saanvi Khan Group,658.68,5.0,270.0,7.260869565217392,5533.3,35849.0,4.0,7.25,0,0,0,1,0,1,Low Risk,345
C1370,Arun Joshi Group,658.68,5.0,117.0,4.0,3375.7,20215.0,2.0,5.5,0,1,0,0,0,1,Low Risk,346
C1348,Aditya Menon Labs,618.76,4.0,91.0,3.4285714285714284,3216.3,17783.0,3.0,5.666666666666667,0,1,0,0,0,1,Low Risk,347
C1212,Sai Verma Solutions,538.92,2.0,185.0,5.578947368421052,4957.6,21498.0,4.0,7.5,0,0,0,1,0,1,Low Risk,348
C1041,Sanjay Khan Systems,437.8,16.0,111.0,4.3076923076923075,3163.5,17426.0,2.0,5.5,0,1,0,0,0,1,Low Risk,349
C1299,Rahul Iyer Group,374.12,12.0,90.0,2.2941176470588234,4051.2,15257.0,2.0,6.0,0,1,0,0,0,1,Low Risk,350
C1338,Aadhya Singh Systems,342.28,10.0,324.0,8.80952380952381,4087.5,25562.0,6.0,7.333333333333333,0,0,0,1,0,1,Low Risk,351
C1067,Tara Khan Group,326.36,9.0,139.0,7.545454545454546,2360.9,23539.0,6.0,5.833333333333333,0,0,0,1,0,1,Low Risk,352
C1142,Kavya Reddy Technologies,326.36,9.0,270.0,6.863636363636363,5823.3,27711.0,4.0,6.75,0,0,0,1,0,1,Low Risk,353
C1286,Krishna Khan Solutions,326.36,9.0,108.0,4.266666666666667,4471.4,15708.0,1.0,7.0,0,1,0,0,0,1,Low Risk,354
C1096,Deepak Gupta Labs,310.44,8.0,151.0,7.5,2549.2,14710.0,5.0,6.4,0,0,0,1,0,1,Low Risk,355
C1387,Arun Nair Solutions,310.44,8.0,198.0,12.0,2188.3,8754.0,4.0,6.75,0,0,0,1,0,1,Low Risk,356
C1277,Kiara Gupta Industries,294.52,8.0,89.0,2.1578947368421053,3345.1,16519.0,3.0,5.666666666666667,0,1,0,0,0,1,Low Risk,357
C1322,Arjun Khan Systems,294.52,7.0,187.0,6.4375,3556.0,14926.0,5.0,5.8,0,0,0,1,0,1,Low Risk,358
C1072,Rohan Gupta Technologies,278.6,6.0,368.0,10.047619047619047,4879.2,45924.0,8.0,5.75,0,0,0,1,0,1,Low Risk,359
C1307,Rahul Reddy Technologies,278.6,6.0,318.0,12.9375,3595.7,23183.0,4.0,6.5,0,0,0,1,0,1,Low Risk,360
C1420,Arun Gupta Technologies,278.6,6.0,120.0,2.6818181818181817,4839.6,24182.0,3.0,6.333333333333333,0,1,0,0,0,1,Low Risk,361
C1109,Kiara Verma Industries,262.68,5.0,397.0,9.478260869565217,5452.4,22170.0,6.0,6.166666666666667,0,0,0,1,0,1,Low Risk,362
C1371,Nikita Singh Technologies,262.68,5.0,213.0,7.6,3404.2,11450.0,4.0,6.5,0,0,0,1,0,1,Low Risk,363
C1002,Tara Sharma Technologies,246.76,4.0,217.0,12.181818181818182,3021.1,15512.0,4.0,7.0,0,0,0,1,0,1,Low Risk,364
C1413,Kiara Joshi Solutions,246.76,4.0,113.0,3.5625,3694.6,20979.0,3.0,7.666666666666667,0,1,0,0,0,1,Low Risk,365
C1219,Tara Nair Group,160.72,18.0,147.0,4.0,4534.8,24237.0,2.0,7.0,0,1,0,0,0,1,Low Risk,366
C1225,Diya Patel Industries,129.36,10.0,171.0,6.117647058823529,3609.7,23197.0,4.0,6.25,0,0,0,1,0,1,Low Risk,367
C1354,Vivaan Reddy Group,99.96,14.0,378.0,7.708333333333333,5921.9,28945.0,4.0,5.5,0,0,0,1,0,1,Low Risk,368
C1158,Farhan Nair Labs,84.28,10.0,201.0,4.409090909090909,5085.2,21070.0,3.0,5.666666666666667,0,1,0,0,0,1,Low Risk,369
C1004,Diya Joshi Labs,80.36,9.0,82.0,4.2,2530.0,14012.0,0.0,0.0,0,1,0,0,0,1,Low Risk,370
C1036,Krishna Sharma Solutions,80.36,9.0,168.0,6.0,3956.6,31827.0,6.0,5.833333333333333,0,0,0,1,0,1,Low Risk,371
C1309,Diya Gupta Labs,80.36,9.0,183.0,4.6521739130434785,6219.4,29738.0,3.0,7.333333333333333,0,1,0,0,0,1,Low Risk,372
C1039,Arjun Iyer Systems,76.44,8.0,83.0,1.9090909090909092,5371.4,27844.0,2.0,6.5,0,1,0,0,0,1,Low Risk,373
C1119,Deepak Verma Systems,72.52,7.0,143.0,4.333333333333333,4465.8,31571.0,3.0,7.333333333333333,0,1,0,0,0,1,Low Risk,374
C1055,Arun Rao Technologies,68.6,6.0,134.0,3.5555555555555554,2621.9,20493.0,3.0,6.0,0,1,0,0,0,1,Low Risk,375
C1064,Riya Sharma Technologies,68.6,6.0,88.0,3.9,2546.0,16026.0,1.0,8.0,0,1,0,0,0,1,Low Risk,376
C1234,Farhan Singh Industries,68.6,6.0,437.0,12.7,5174.0,31970.0,4.0,6.0,0,0,0,1,0,1,Low Risk,377
C1323,Pooja Verma Labs,68.6,6.0,119.0,4.733333333333333,3884.7,25779.0,4.0,7.0,0,0,0,1,0,1,Low Risk,378
C1318,Vihaan Sharma Labs,64.68,5.0,130.0,4.375,4100.8,15540.0,2.0,6.0,0,1,0,0,0,1,Low Risk,379
C1358,Diya Das Systems,64.68,5.0,179.0,5.75,2483.7,15750.0,4.0,6.0,0,0,0,1,0,1,Low Risk,380
