CustomerID,CompanyName,Industry,Country,City,EmployeeCount,SignupDate,AcquisitionChannel,Total_MRR,Average_MRR,Total_Seats,Subscription_Count,Total_Logins,Average_ActiveUsers,Total_APICalls,Total_SessionMinutes,Usage_Records,Ticket_Count,Average_ResolutionHours,Average_Satisfaction,Tenure_Months,Revenue_Per_Seat,Tickets_Per_Month,Usage_Trend,MRR_Outlier,Seats_Outlier,Login_Outlier,Tickets_Outlier
C1105,Riya Gupta Labs,Media,India,Bengaluru,12.0,2023-01-30,Organic Search,698.6,698.6,6.0,1,218.0,5.0,40850.0,6135.1,24.0,2.0,32.0,6.5,39.06,116.43333333333334,0.05120327700972862,Decreasing,False,False,False,False
C1106,Ananya Singh Group,Logistics,Singapore,Singapore,80.0,2024-09-29,Referral,199.0,199.0,1.0,1,19.0,2.75,5248.0,1062.8000000000002,4.0,3.0,21.0,4.333333333333333,19.09,199.0,0.1571503404924044,Increasing,False,False,False,False
C1107,Isha Nair Technologies,Retail,India,Pune,3000.0,2023-12-07,Partner,64.68,64.68,5.0,1,131.0,5.230769230769231,9557.0,1669.5,13.0,4.0,34.625,4.75,28.84,12.936000000000002,0.13869625520110956,Decreasing,False,False,False,False
C1108,Saanvi Joshi Systems,Unknown,Singapore,Singapore,150.0,2023-01-14,Paid Ads,68.6,68.6,6.0,1,319.0,8.125,14818.0,5954.4,24.0,2.0,32.05,8.5,39.59,11.433333333333332,0.05051780752715332,Decreasing,False,False,False,False
C1109,Kiara Verma Industries,Retail,UAE,Dubai,80.0,2023-02-19,Organic Search,262.68,262.68,5.0,1,397.0,9.478260869565217,22170.0,5452.4,23.0,6.0,57.800000000000004,6.166666666666667,38.4,52.536,0.15625,Decreasing,False,False,True,False
C1110,Tara Sharma Solutions,Media,UK,Manchester,35.0,2024-07-30,Outbound,294.52,294.52,7.0,1,70.0,6.166666666666667,7955.0,1803.8,6.0,1.0,11.2,7.0,21.09,42.074285714285715,0.0474158368895211,Increasing,False,False,False,False
C1111,Priya Khan Industries,Unknown,UAE,Abu Dhabi,35.0,2024-06-30,Organic Search,658.68,658.68,5.0,1,97.0,8.142857142857142,13354.0,2055.6,7.0,6.0,35.766666666666666,5.166666666666667,22.08,131.736,0.27173913043478265,Increasing,False,False,False,False
C1112,Aarav Singh Labs,Education,UK,London,1200.0,2023-07-25,Partner,72.52,72.52,7.0,1,197.0,7.1875,12639.0,2097.6,16.0,7.0,27.97142857142857,6.0,33.28,10.36,0.21033653846153846,Decreasing,False,False,False,False
C1113,Riya Iyer Technologies,Healthcare,India,Chennai,12.0,2024-09-12,Outbound,2578.28,2578.28,10.0,1,75.0,14.5,5941.0,898.3,4.0,5.0,42.620000000000005,5.0,19.65,257.82800000000003,0.2544529262086514,Increasing,True,False,False,False
C1114,Aadhya Das Industries,Manufacturing,USA,Boston,35.0,2024-11-26,Outbound,80.36,80.36,9.0,1,43.0,13.5,7252.0,711.9,2.0,2.0,54.7,4.5,17.18,8.928888888888888,0.11641443538998836,Increasing,False,False,False,False
C1115,Rahul Rao Labs,Finance,UAE,Dubai,12.0,2024-09-16,Partner,88.2,88.2,11.0,1,32.0,2.75,4271.0,925.6999999999999,4.0,5.0,39.64,6.0,19.51,8.018181818181818,0.2562788313685289,Increasing,False,False,False,False
C1116,Isha Gupta Group,Finance,India,Mumbai,35.0,2024-12-01,Partner,80.36,80.36,9.0,1,3.0,2.0,1626.0,206.0,1.0,5.0,34.059999999999995,5.2,17.02,8.928888888888888,0.2937720329024677,Increasing,False,False,False,False
C1117,Arun Gupta Labs,Education,UAE,Abu Dhabi,400.0,2024-01-27,Events,738.52,738.52,7.0,1,21.0,5.0,1511.0,839.0999999999999,3.0,3.0,27.03333333333333,4.666666666666667,27.17,105.50285714285714,0.1104158998895841,Decreasing,False,False,False,False
C1118,Ishaan Reddy Group,Education,UAE,Abu Dhabi,400.0,2024-07-17,Events,278.6,278.6,6.0,1,25.0,1.5,2732.0,1294.8,6.0,1.0,27.8,2.0,21.52,46.43333333333334,0.04646840148698885,Increasing,False,False,False,False
C1119,Deepak Verma Systems,Logistics,India,Bengaluru,80.0,2023-07-29,Referral,72.52,72.52,7.0,1,143.0,4.333333333333333,31571.0,4465.8,18.0,3.0,44.76666666666667,7.333333333333333,33.15,10.36,0.09049773755656108,Decreasing,False,False,False,False
C1120,Pooja Rao Solutions,Manufacturing,UAE,Abu Dhabi,80.0,2024-06-20,Outbound,310.44,310.44,8.0,1,53.0,4.428571428571429,6893.0,2091.4,7.0,2.0,52.349999999999994,5.0,22.4,38.805,0.08928571428571429,Increasing,False,False,False,False
C1121,Ishaan Singh Group,Logistics,India,Mumbai,1200.0,2023-04-13,Events,1858.76,1858.76,4.0,1,361.0,9.047619047619047,16589.0,5596.4,21.0,3.0,32.800000000000004,6.0,36.66,464.69,0.08183306055646482,Decreasing,True,False,True,False
C1122,Aarav Gupta Technologies,Logistics,India,Bengaluru,12.0,2024-04-06,Referral,310.44,310.44,8.0,1,51.0,3.25,11495.0,1316.7,8.0,3.0,33.86666666666667,5.0,24.87,38.805,0.12062726176115801,Increasing,False,False,False,False
C1123,Vihaan Joshi Solutions,Manufacturing,India,Mumbai,400.0,2024-05-09,Outbound,92.12,92.12,12.0,1,103.0,8.0,8648.0,2245.8,8.0,5.0,31.339999999999996,5.0,23.78,7.676666666666667,0.21026072329688814,Increasing,False,False,False,False
C1124,Krishna Sharma Systems,Manufacturing,UK,Manchester,150.0,2024-08-09,Partner,278.6,278.6,6.0,1,27.0,3.2,5295.0,1553.3,5.0,1.0,4.9,6.0,20.76,46.43333333333334,0.048169556840077066,Increasing,False,False,False,False
C1125,Kiara Verma Systems,Media,UK,London,12.0,2023-06-17,Referral,88.2,88.2,11.0,1,171.0,6.928571428571429,12809.0,1938.2,14.0,5.0,55.94000000000001,5.6,34.53,8.018181818181818,0.1448016217781639,Decreasing,False,False,False,False
C1126,Sneha Iyer Group,Retail,India,Chennai,35.0,2023-10-11,Outbound,96.04,96.04,13.0,1,198.0,8.733333333333333,18920.0,4027.4,15.0,4.0,29.05,5.25,30.72,7.3876923076923084,0.13020833333333334,Decreasing,False,False,False,False
C1127,Divya Gupta Labs,Education,UAE,Abu Dhabi,35.0,2024-03-16,Partner,278.6,278.6,6.0,1,173.0,9.1,17903.0,2411.2,10.0,6.0,39.733333333333334,4.166666666666667,25.56,46.43333333333334,0.2347417840375587,Increasing,False,False,False,False
C1128,Sneha Rao Industries,Finance,India,Mumbai,400.0,2023-09-29,Organic Search,88.2,88.2,11.0,1,325.0,11.6875,29390.0,3862.2,16.0,2.0,37.0,6.5,31.11,8.018181818181818,0.06428801028608165,Decreasing,False,False,False,False
C1129,Farhan Reddy Labs,Manufacturing,India,Mumbai,3000.0,2024-05-26,Referral,858.28,858.28,10.0,1,57.0,4.0,3842.0,1717.3,8.0,3.0,35.666666666666664,6.333333333333333,23.23,85.828,0.12914334911752046,Increasing,False,False,False,False
C1130,Nikita Iyer Technologies,Media,UAE,Dubai,150.0,2024-03-26,Unknown,80.36,80.36,9.0,1,181.0,10.8,18465.0,2618.8,10.0,3.0,18.866666666666664,8.333333333333334,25.23,8.928888888888888,0.11890606420927467,Increasing,False,False,False,False
C1131,Aditya Menon Industries,Manufacturing,UAE,Abu Dhabi,80.0,2023-05-05,Organic Search,525.36,262.68,10.0,2,129.0,3.0952380952380953,23099.0,4145.5,21.0,4.0,39.4,4.75,35.94,52.536,0.11129660545353368,Increasing,False,False,False,False
C1132,Sneha Khan Solutions,Finance,Singapore,Singapore,35.0,2023-12-07,Organic Search,775.04,387.52,14.0,2,37.0,1.0769230769230769,9322.0,2167.1,13.0,0.0,,,28.84,55.36,0.0,Decreasing,False,False,False,False
C1133,Divya Nair Solutions,Retail,India,Pune,12.0,2025-01-25,Events,80.36,80.36,9.0,1,0.0,0.0,0.0,0.0,0.0,1.0,32.4,8.0,15.21,8.928888888888888,0.06574621959237344,No Usage Data,False,False,False,False
C1134,Tara Reddy Industries,Healthcare,India,Delhi,35.0,2023-01-30,Referral,56.84,56.84,3.0,1,453.0,9.666666666666666,31979.0,5905.8,24.0,6.0,40.15,5.666666666666667,39.06,18.94666666666667,0.15360983102918585,Decreasing,False,False,True,False
C1135,Nikita Menon Solutions,Education,India,Hyderabad,35.0,2023-11-21,Organic Search,246.76,246.76,4.0,1,159.0,6.785714285714286,18102.0,3275.8,14.0,3.0,62.9,4.666666666666667,29.37,61.69,0.10214504596527069,Decreasing,False,False,False,False
C1136,Deepak Bose Group,Media,UAE,Dubai,35.0,2024-04-04,Paid Ads,294.52,294.52,7.0,1,47.0,2.7777777777777777,12966.0,2207.4,9.0,0.0,,,24.93,42.074285714285715,0.0,Increasing,False,False,False,False
C1137,Arun Verma Labs,Finance,India,Pune,80.0,2023-08-09,Partner,342.28,342.28,10.0,1,110.0,7.75,8261.0,1366.6,8.0,6.0,30.616666666666664,5.5,32.79,34.227999999999994,0.18298261665141813,Decreasing,False,False,False,False
C1138,Meera Sharma Labs,Retail,India,Bengaluru,35.0,2024-10-27,Outbound,84.28,84.28,10.0,1,50.0,8.333333333333334,3912.0,601.3000000000001,3.0,5.0,26.080000000000002,5.0,18.17,8.428,0.275178866263071,Increasing,False,False,False,False
C1139,Arjun Menon Group,Logistics,India,Delhi,12.0,2023-07-17,Referral,68.6,68.6,6.0,1,211.0,6.0,33461.0,4953.2,18.0,4.0,49.300000000000004,5.25,33.54,11.433333333333332,0.11926058437686345,Decreasing,False,False,False,False
C1140,Aarav Nair Systems,Retail,India,Chennai,12.0,2024-07-15,Paid Ads,278.6,278.6,6.0,1,36.0,3.75,1991.0,781.7,4.0,7.0,46.228571428571435,5.285714285714286,21.58,46.43333333333334,0.324374420759963,Increasing,False,False,False,False
C1141,Ananya Joshi Industries,Finance,USA,Austin,400.0,2023-02-25,Organic Search,278.6,278.6,6.0,1,136.0,3.0869565217391304,28450.0,6789.9,23.0,4.0,33.575,4.0,38.21,46.43333333333334,0.10468463752944256,Decreasing,False,False,False,False
C1142,Kavya Reddy Technologies,Education,USA,Austin,400.0,2023-03-03,Partner,326.36,326.36,9.0,1,270.0,6.863636363636363,27711.0,5823.3,22.0,4.0,28.05,6.75,38.01,36.26222222222222,0.10523546435148645,Decreasing,False,False,False,False
C1143,Reyansh Menon Solutions,Retail,Singapore,Singapore,35.0,2023-02-20,Unknown,88.2,88.2,11.0,1,98.0,3.25,10005.0,2354.3,16.0,4.0,52.824999999999996,4.5,38.37,8.018181818181818,0.10424811050299713,Decreasing,False,False,False,False
C1144,Aditya Sharma Technologies,Media,UK,London,80.0,2024-01-15,Referral,2698.2,2698.2,11.0,1,216.0,10.916666666666666,22209.0,3397.3,12.0,3.0,32.23333333333333,5.0,27.56,245.29090909090908,0.1088534107402032,Increasing,True,False,False,False
C1145,Pooja Reddy Solutions,Logistics,India,Hyderabad,35.0,2023-03-28,Outbound,68.6,68.6,6.0,1,313.0,7.681818181818182,23925.0,6105.9,22.0,5.0,54.06,5.0,37.19,11.433333333333332,0.13444474321054048,Decreasing,False,False,False,False
C1146,Priya Iyer Technologies,Healthcare,India,Pune,150.0,2023-01-16,Referral,294.52,294.52,7.0,1,132.0,2.8333333333333335,24680.0,5860.7,24.0,2.0,30.5,3.5,39.52,42.074285714285715,0.05060728744939271,Decreasing,False,False,False,False
C1147,Vivaan Khan Technologies,Manufacturing,India,Bengaluru,80.0,2023-11-07,Organic Search,262.68,262.68,5.0,1,173.0,6.071428571428571,13087.0,3993.0,14.0,2.0,43.7,4.5,29.83,52.536,0.0670465973851827,Decreasing,False,False,False,False
C1148,Divya Bose Solutions,Education,India,Chennai,80.0,2024-09-04,Unknown,778.44,778.44,8.0,1,18.0,1.75,3392.0,832.8000000000001,4.0,1.0,68.6,3.0,19.91,97.305,0.050226017076845805,Increasing,False,False,False,False
C1149,Vivaan Verma Technologies,Logistics,UK,London,35.0,2023-04-23,Paid Ads,1978.68,1978.68,5.0,1,71.0,1.8571428571428572,23494.0,5919.3,21.0,5.0,31.920000000000005,5.0,36.33,395.736,0.13762730525736308,Decreasing,True,False,False,False
C1150,Rahul Singh Technologies,Education,India,Hyderabad,35.0,2025-01-14,Outbound,578.84,578.84,3.0,1,0.0,0.0,0.0,0.0,0.0,3.0,45.0,5.0,15.57,192.9466666666667,0.1926782273603083,No Usage Data,False,False,False,False
C1151,Aman Gupta Solutions,Manufacturing,India,Chennai,12.0,2023-07-20,Paid Ads,778.44,778.44,8.0,1,132.0,4.529411764705882,10874.0,1887.0,17.0,1.0,61.7,2.0,33.44,97.305,0.029904306220095697,Decreasing,False,False,False,False
C1152,Nikita Verma Technologies,Finance,USA,Austin,80.0,2024-08-03,Organic Search,294.52,294.52,7.0,1,19.0,1.4,4282.0,886.7,5.0,5.0,39.660000000000004,5.2,20.96,42.074285714285715,0.23854961832061067,Increasing,False,False,False,False
C1153,Aadhya Patel Solutions,Media,India,Pune,80.0,2024-08-10,Paid Ads,618.76,618.76,4.0,1,30.0,2.2,7219.0,1156.8,5.0,1.0,12.7,8.0,20.73,154.69,0.048239266763145196,Increasing,False,False,False,False
C1154,Kiara Das Group,Unknown,India,Pune,80.0,2024-10-29,Organic Search,723.3599999999999,361.67999999999995,10.0,2,8.0,1.3333333333333333,3649.0,657.9000000000001,3.0,1.0,77.3,6.0,18.1,72.33599999999998,0.055248618784530384,Increasing,False,False,False,False
C1155,Naveen Verma Technologies,Manufacturing,India,Bengaluru,12.0,2023-09-30,Referral,2098.6,2098.6,6.0,1,97.0,2.875,21903.0,4323.0,16.0,3.0,40.46666666666667,6.666666666666667,31.08,349.76666666666665,0.09652509652509653,Decreasing,True,False,False,False
C1156,Diya Sharma Technologies,Retail,India,Chennai,80.0,2024-03-16,Organic Search,2218.52,2218.52,7.0,1,85.0,4.6,12133.0,2974.4,10.0,2.0,5.85,6.5,25.56,316.93142857142857,0.0782472613458529,Increasing,True,False,False,False
C1157,Meera Joshi Solutions,Logistics,Singapore,Singapore,150.0,2024-02-24,Paid Ads,230.84,230.84,3.0,1,76.0,3.5454545454545454,15644.0,2611.0,11.0,6.0,38.083333333333336,5.166666666666667,26.25,76.94666666666667,0.22857142857142856,Increasing,False,False,False,False
C1158,Farhan Nair Labs,Education,India,Mumbai,3000.0,2023-03-21,Organic Search,84.28,84.28,10.0,1,201.0,4.409090909090909,21070.0,5085.2,22.0,3.0,46.0,5.666666666666667,37.42,8.428,0.08017103153393906,Decreasing,False,False,False,False
C1159,Deepak Bose Systems,Education,UK,London,400.0,2024-09-02,Organic Search,80.36,80.36,9.0,1,50.0,6.5,5396.0,952.8,4.0,6.0,50.54999999999999,5.333333333333333,19.97,8.928888888888888,0.30045067601402103,Increasing,False,False,False,False
C1160,Ishaan Singh Group,Education,USA,Boston,1200.0,2024-12-11,Organic Search,68.6,68.6,6.0,1,10.0,4.0,597.0,228.8,1.0,4.0,45.15,5.0,16.69,11.433333333333332,0.23966446974236066,Increasing,False,False,False,False
C1161,Sneha Das Systems,Healthcare,UAE,Dubai,150.0,2024-05-18,Paid Ads,246.76,246.76,4.0,1,22.0,1.125,21178.0,2260.1,8.0,3.0,30.833333333333332,4.0,23.49,61.69,0.1277139208173691,Increasing,False,False,False,False
C1162,Divya Nair Technologies,Logistics,India,Hyderabad,150.0,2024-09-08,Outbound,2098.6,2098.6,6.0,1,26.0,3.5,1159.0,551.1999999999999,4.0,3.0,24.2,5.666666666666667,19.78,349.76666666666665,0.15166835187057634,Increasing,True,False,False,False
C1163,Meera Menon Industries,Media,India,Bengaluru,35.0,2023-09-03,Paid Ads,278.6,278.6,6.0,1,89.0,2.8125,24521.0,3983.4,16.0,3.0,27.666666666666668,4.0,31.96,46.43333333333334,0.09386733416770963,Increasing,False,False,False,False
C1164,Saanvi Menon Systems,Healthcare,India,Pune,150.0,2023-10-06,Events,80.36,80.36,9.0,1,255.0,9.266666666666667,27508.0,3747.0,15.0,3.0,30.333333333333332,4.666666666666667,30.88,8.928888888888888,0.09715025906735751,Decreasing,False,False,False,False
C1165,Arjun Das Solutions,Logistics,India,Bengaluru,80.0,2024-03-12,Partner,72.52,72.52,7.0,1,153.0,9.3,13464.0,2518.4,10.0,5.0,49.480000000000004,5.4,25.69,10.36,0.19462826002335537,Increasing,False,False,False,False
C1166,Deepak Joshi Industries,Education,India,Bengaluru,80.0,2024-08-30,Paid Ads,2338.44,2338.44,8.0,1,31.0,4.2,7565.0,1049.7,5.0,3.0,35.03333333333333,4.0,20.07,292.305,0.14947683109118087,Increasing,True,False,False,False
C1167,Aarav Patel Labs,Media,Singapore,Singapore,3000.0,2023-04-19,Paid Ads,278.6,278.6,6.0,1,66.0,1.2380952380952381,26818.0,4928.8,21.0,4.0,19.85,6.75,36.47,46.43333333333334,0.10967918837400603,Decreasing,False,False,False,False
C1168,Aditya Joshi Solutions,Finance,USA,Seattle,80.0,2023-10-30,Referral,56.84,56.84,3.0,1,318.0,10.933333333333334,12269.0,3954.2,15.0,2.0,7.55,6.5,30.09,18.94666666666667,0.06646726487205051,Decreasing,False,False,False,False
C1169,Reyansh Menon Solutions,Manufacturing,UK,Manchester,400.0,2024-09-01,Organic Search,658.68,658.68,5.0,1,16.0,1.75,8651.0,1094.9,4.0,3.0,21.96666666666667,9.333333333333334,20.01,131.736,0.14992503748125935,Increasing,False,False,False,False
C1170,Diya Verma Industries,Finance,India,Mumbai,80.0,2023-12-28,Referral,76.44,76.44,8.0,1,74.0,7.666666666666667,5555.0,912.7,6.0,2.0,50.4,4.5,28.15,9.555,0.07104795737122559,Decreasing,False,False,False,False
C1171,Aditya Khan Industries,Retail,USA,Austin,35.0,2023-11-04,Referral,294.52,294.52,8.0,1,270.0,9.642857142857142,20380.0,3424.1,14.0,0.0,,,29.93,36.815,0.0,Increasing,False,False,False,False
C1172,Reyansh Menon Industries,Healthcare,Singapore,Singapore,400.0,2024-11-08,Referral,818.36,818.36,9.0,1,23.0,5.0,2296.0,209.9,2.0,0.0,,,17.77,90.92888888888889,0.0,Increasing,False,False,False,False
C1173,Kiara Bose Labs,Finance,India,Delhi,12.0,2024-09-03,Events,76.44,76.44,8.0,1,35.0,5.0,6443.0,571.4,4.0,1.0,23.1,5.0,19.94,9.555,0.05015045135406218,Increasing,False,False,False,False
C1174,Vivaan Verma Systems,Retail,India,Bengaluru,80.0,2024-08-29,Partner,230.84,230.84,3.0,1,63.0,5.6,7341.0,935.7,5.0,6.0,36.85,6.0,20.11,76.94666666666667,0.29835902536051717,Increasing,False,False,False,False
C1175,Pooja Bose Solutions,Logistics,India,Delhi,12.0,2023-05-31,Organic Search,56.84,56.84,3.0,1,103.0,2.35,22317.0,4691.6,20.0,7.0,41.885714285714286,5.714285714285714,35.09,18.94666666666667,0.1994870333428327,Decreasing,False,False,False,False
C1176,Sneha Khan Technologies,Education,UAE,Abu Dhabi,12.0,2024-08-26,Organic Search,72.52,72.52,7.0,1,60.0,5.8,1509.0,798.1,5.0,5.0,23.860000000000003,4.8,20.2,10.36,0.24752475247524752,Increasing,False,False,False,False
C1177,Isha Gupta Group,Media,USA,Seattle,12.0,2023-11-13,Organic Search,72.52,72.52,7.0,1,245.0,11.142857142857142,17908.0,4081.4,14.0,5.0,26.28,5.2,29.63,10.36,0.16874789065136686,Increasing,False,False,False,False
C1178,Isha Menon Solutions,Retail,India,Mumbai,12.0,2023-06-30,Partner,326.36,326.36,9.0,1,360.0,10.789473684210526,24438.0,4765.1,19.0,2.0,25.200000000000003,4.5,34.1,36.26222222222222,0.05865102639296187,Decreasing,False,False,True,False
C1179,Sneha Iyer Solutions,Media,USA,Boston,12.0,2023-08-13,Paid Ads,60.76,60.76,4.0,1,30.0,2.0,5745.0,1048.6,7.0,3.0,23.666666666666668,5.0,32.65,15.19,0.09188361408882083,Decreasing,False,False,False,False
C1180,Rahul Menon Labs,Retail,UAE,Dubai,80.0,2023-08-14,Organic Search,68.6,68.6,6.0,1,142.0,8.545454545454545,8996.0,1991.9,11.0,1.0,79.8,1.0,32.62,11.433333333333332,0.030656039239730228,Decreasing,False,False,False,False
C1181,Isha Reddy Labs,Healthcare,UK,London,150.0,2024-09-28,Partner,230.84,230.84,3.0,1,65.0,8.5,2741.0,725.8,4.0,2.0,23.299999999999997,4.5,19.12,76.94666666666667,0.10460251046025104,Increasing,False,False,False,False
C1182,Arun Menon Labs,Finance,India,Bengaluru,1200.0,2023-09-21,Organic Search,1978.68,1978.68,5.0,1,37.0,0.875,14175.0,2507.7,16.0,4.0,42.075,3.75,31.37,395.736,0.12751036021676762,Decreasing,True,False,False,False
C1183,Sanjay Gupta Labs,Manufacturing,USA,Austin,400.0,2024-04-03,Paid Ads,402.8,201.4,17.0,2,52.0,2.888888888888889,10636.0,1341.9,9.0,3.0,34.6,6.0,24.97,23.694117647058825,0.12014417300760914,Increasing,False,True,False,False
C1184,Meera Verma Group,Manufacturing,USA,Boston,80.0,2023-04-15,Organic Search,818.36,818.36,9.0,1,192.0,4.714285714285714,21884.0,5320.3,21.0,2.0,15.549999999999999,3.5,36.6,90.92888888888889,0.0546448087431694,Decreasing,False,False,False,False
C1185,Zoya Rao Labs,Finance,India,Mumbai,35.0,2024-08-23,Partner,294.52,294.52,7.0,1,53.0,5.4,6286.0,1016.2,5.0,3.0,10.133333333333333,6.0,20.3,42.074285714285715,0.14778325123152708,Increasing,False,False,False,False
C1186,Diya Rao Technologies,Media,UK,Manchester,80.0,2023-10-05,Paid Ads,738.52,738.52,7.0,1,104.0,3.933333333333333,22089.0,3798.4,15.0,3.0,14.299999999999999,6.0,30.91,105.50285714285714,0.09705596894208994,Stable,False,False,False,False
C1187,Pooja Gupta Group,Manufacturing,India,Mumbai,150.0,2024-03-20,Organic Search,578.84,578.84,3.0,1,209.0,12.2,18117.0,2975.9,10.0,2.0,34.4,5.5,25.43,192.9466666666667,0.07864726700747149,Increasing,False,False,False,False
C1188,Tara Rao Industries,Healthcare,India,Hyderabad,12.0,2023-07-21,Referral,778.44,778.44,8.0,1,389.0,13.61111111111111,35150.0,4804.6,18.0,4.0,41.275,5.0,33.41,97.305,0.1197246333433104,Decreasing,False,False,True,False
C1189,Kiara Patel Group,Media,India,Bengaluru,150.0,2024-08-26,Referral,310.44,310.44,8.0,1,19.0,1.8,8596.0,604.3,5.0,1.0,59.0,3.0,20.2,38.805,0.04950495049504951,Increasing,False,False,False,False
C1190,Myra Joshi Solutions,Retail,UK,Manchester,12.0,2023-02-14,Paid Ads,342.28,342.28,10.0,1,53.0,0.782608695652174,24468.0,5894.7,23.0,1.0,4.1,9.0,38.57,34.227999999999994,0.025926886180969666,Decreasing,False,False,False,False
C1191,Sai Patel Industries,Healthcare,UAE,Abu Dhabi,12.0,2023-12-31,Referral,68.6,68.6,6.0,1,246.0,10.076923076923077,13042.0,3241.4,13.0,2.0,23.549999999999997,6.5,28.06,11.433333333333332,0.07127583749109052,Increasing,False,False,False,False
C1192,Deepak Nair Technologies,Media,UK,Manchester,150.0,2023-07-05,Organic Search,84.28,84.28,10.0,1,62.0,1.7777777777777777,22798.0,4445.2,18.0,4.0,31.95,5.0,33.94,8.428,0.11785503830288746,Decreasing,False,False,False,False
C1193,Diya Menon Systems,Unknown,USA,Seattle,1200.0,2024-08-02,Paid Ads,278.6,278.6,6.0,1,18.0,2.0,5062.0,1498.6,5.0,2.0,16.55,5.0,20.99,46.43333333333334,0.09528346831824679,Increasing,False,False,False,False
C1194,Zoya Bose Group,Retail,UAE,Dubai,80.0,2024-03-19,Organic Search,3957.3599999999997,1978.6799999999998,10.0,2,105.0,6.2,7975.0,1555.5,10.0,5.0,39.46,5.2,25.46,395.736,0.19638648860958366,Increasing,True,False,False,False
C1195,Aman Gupta Labs,Finance,UAE,Abu Dhabi,80.0,2023-05-03,Referral,2578.28,2578.28,10.0,1,224.0,6.0,20385.0,4668.9,20.0,5.0,31.52,5.2,36.01,257.82800000000003,0.13885031935573452,Decreasing,True,False,False,False
C1196,Ananya Singh Industries,Finance,India,Hyderabad,80.0,2023-03-16,Referral,99.96,99.96,14.0,1,6.0,0.5,3590.0,589.8,4.0,3.0,15.799999999999999,7.333333333333333,37.58,7.14,0.07982969664715274,Decreasing,False,False,False,False
C1197,Sanjay Menon Industries,Education,Singapore,Singapore,35.0,2024-04-28,Referral,88.2,88.2,11.0,1,86.0,5.444444444444445,19714.0,2455.6,9.0,6.0,38.38333333333333,5.333333333333333,24.15,8.018181818181818,0.24844720496894412,Increasing,False,False,False,False
C1198,Ananya Sharma Labs,Finance,India,Hyderabad,12.0,2023-04-26,Paid Ads,2218.52,2218.52,7.0,1,377.0,8.523809523809524,28182.0,5368.0,21.0,6.0,27.03333333333333,6.5,36.24,316.93142857142857,0.16556291390728475,Decreasing,True,False,True,False
C1199,Aman Singh Labs,Education,India,Pune,80.0,2024-08-05,Paid Ads,278.6,278.6,6.0,1,12.0,1.0,7005.0,1241.4,5.0,1.0,59.4,5.0,20.89,46.43333333333334,0.04786979415988511,Increasing,False,False,False,False
C1200,Kavya Rao Industries,Media,India,Delhi,80.0,2024-11-10,Partner,60.76,60.76,4.0,1,21.0,3.5,927.0,447.9,2.0,3.0,55.199999999999996,4.666666666666667,17.71,15.19,0.1693958215697346,Increasing,False,False,False,False
C1201,Naveen Patel Labs,Manufacturing,India,Delhi,400.0,2024-12-07,Organic Search,1858.76,1858.76,4.0,1,20.0,9.0,185.0,337.2,1.0,4.0,49.85,5.5,16.82,464.69,0.23781212841854935,Increasing,True,False,False,False
C1202,Karthik Iyer Labs,Finance,India,Pune,35.0,2024-12-06,Organic Search,1112.88,556.44,16.0,2,18.0,6.0,1956.0,335.6,1.0,1.0,41.6,5.0,16.85,69.555,0.05934718100890207,Increasing,False,True,False,False
C1203,Saanvi Reddy Industries,Education,USA,Seattle,1200.0,2024-10-24,Organic Search,858.28,858.28,10.0,1,36.0,7.333333333333333,8114.0,821.0,3.0,2.0,32.05,7.0,18.27,85.828,0.10946907498631636,Increasing,False,False,False,False
C1204,Aman Reddy Systems,Manufacturing,India,Bengaluru,12.0,2023-02-19,Paid Ads,2338.44,2338.44,8.0,1,333.0,8.782608695652174,23455.0,6215.1,23.0,3.0,62.76666666666667,5.666666666666667,38.4,292.305,0.078125,Decreasing,True,False,False,False
C1205,Isha Joshi Labs,Healthcare,USA,Seattle,1200.0,2023-11-16,Paid Ads,778.44,778.44,8.0,1,87.0,3.9166666666666665,9564.0,2022.0,12.0,1.0,27.3,6.0,29.53,97.305,0.033863867253640365,Decreasing,False,False,False,False
C1206,Zoya Gupta Group,Logistics,India,Bengaluru,400.0,2023-04-29,Paid Ads,738.52,738.52,7.0,1,349.0,9.476190476190476,30924.0,5245.900000000001,21.0,9.0,34.63333333333333,5.666666666666667,36.14,105.50285714285714,0.24903154399557276,Decreasing,False,False,True,True
C1207,Sneha Gupta Technologies,Manufacturing,Singapore,Singapore,80.0,2023-04-17,Organic Search,310.44,310.44,8.0,1,373.0,8.857142857142858,29308.0,5186.3,21.0,3.0,46.333333333333336,5.0,36.53,38.805,0.08212428141253764,Decreasing,False,False,True,False
C1208,Deepak Das Group,Healthcare,India,Mumbai,150.0,2023-10-02,Organic Search,60.76,60.76,4.0,1,21.0,1.0,10291.0,1918.8,12.0,2.0,25.3,5.5,31.01,15.19,0.06449532408900355,Decreasing,False,False,False,False
C1209,Rahul Khan Systems,Media,USA,Seattle,12.0,2023-08-28,Organic Search,658.68,658.68,5.0,1,30.0,2.5,6854.0,1348.6,6.0,1.0,12.3,7.0,32.16,131.736,0.031094527363184084,Decreasing,False,False,False,False
